month,product_id,provider_id,units_sold,units_returned,orders,gross_revenue_eur,discount_eur,net_revenue_eur,page_views,add_to_cart
2025-04,SKU-007-007,PRV-007,176,32,176,62119.2,3470.19,58649.01,5273,588
2025-04,SKU-007-008,PRV-007,98,15,98,42919.1,2664.84,40254.26,4732,325
2025-04,SKU-007-010,PRV-007,122,22,122,29273.9,1507.12,27766.78,4108,243
2025-04,SKU-007-011,PRV-007,111,22,111,44727.45,3025.68,41701.77,2999,217
2025-04,SKU-007-013,PRV-007,49,10,49,11169.55,655.95,10513.6,1740,201
2025-04,SKU-007-015,PRV-007,92,18,92,16831.4,860.49,15970.91,5004,314
2025-04,SKU-007-016,PRV-007,64,10,64,11772.8,795.49,10977.31,3068,403
2025-04,SKU-007-017,PRV-007,52,10,52,13881.4,722.1,13159.3,1941,178
2025-04,SKU-007-018,PRV-007,119,25,119,22366.05,1240.92,21125.13,4551,448
2025-05,SKU-007-001,PRV-007,127,21,127,21964.65,1413.76,20550.89,4473,498
2025-05,SKU-007-002,PRV-007,61,10,61,5852.95,374.8,5478.15,3523,335
2025-05,SKU-007-003,PRV-007,35,7,35,12353.25,749.75,11603.5,1554,202
2025-05,SKU-007-004,PRV-007,58,11,58,7363.1,486.21,6876.89,2218,171
2025-05,SKU-007-005,PRV-007,56,10,56,5037.2,320.05,4717.15,2187,264
2025-05,SKU-007-006,PRV-007,76,15,76,30472.2,1850.66,28621.54,1768,97
2025-05,SKU-007-007,PRV-007,137,25,137,48354.15,3243.55,45110.6,7042,650
2025-05,SKU-007-008,PRV-007,88,15,88,38539.6,2034.85,36504.75,2282,236
2025-05,SKU-007-010,PRV-007,130,22,130,31193.5,1781.31,29412.19,7450,812
2025-05,SKU-007-011,PRV-007,94,17,94,37877.3,2588.49,35288.81,2708,159
2025-05,SKU-007-013,PRV-007,37,8,37,8434.15,493.71,7940.44,1191,138
2025-05,SKU-007-015,PRV-007,73,14,73,13355.35,875.32,12480.03,1898,254
2025-05,SKU-007-016,PRV-007,66,12,66,12140.7,794.69,11346.01,2177,273
2025-05,SKU-007-017,PRV-007,44,8,44,11745.8,801.71,10944.09,1722,206
2025-05,SKU-007-018,PRV-007,96,17,96,18043.2,1048.31,16994.89,3009,397
2025-06,SKU-007-001,PRV-007,110,21,110,19024.5,1266.39,17758.11,3913,520
2025-06,SKU-007-002,PRV-007,66,12,66,6332.7,356.71,5975.99,3711,351
2025-06,SKU-007-003,PRV-007,34,6,34,12000.3,711.3,11289.0,1187,150
2025-06,SKU-007-004,PRV-007,42,8,42,5331.9,334.42,4997.48,1393,162
2025-06,SKU-007-005,PRV-007,69,11,69,6206.55,367.07,5839.48,3446,419
2025-06,SKU-007-006,PRV-007,64,12,64,25660.8,1489.61,24171.19,1421,113
2025-06,SKU-007-007,PRV-007,92,19,92,32471.4,2048.65,30422.75,3045,375
2025-06,SKU-007-008,PRV-007,62,12,62,27152.9,1726.2,25426.7,1615,161
2025-06,SKU-007-010,PRV-007,96,18,96,23035.2,1460.17,21575.03,4772,357
2025-06,SKU-007-011,PRV-007,71,14,71,28609.45,1589.14,27020.31,3238,213
2025-06,SKU-007-013,PRV-007,28,5,28,6382.6,435.85,5946.75,900,74
2025-06,SKU-007-015,PRV-007,55,10,55,10062.25,650.0,9412.25,1770,125
2025-06,SKU-007-016,PRV-007,60,12,60,11037.0,628.78,10408.22,2705,230
2025-06,SKU-007-017,PRV-007,39,8,39,10411.05,607.03,9804.02,2077,274
2025-06,SKU-007-018,PRV-007,89,16,89,16727.55,951.8,15775.75,4467,501
2025-07,SKU-007-001,PRV-007,143,29,143,24731.85,4691.69,20040.16,6452,675
2025-07,SKU-007-002,PRV-007,60,11,60,5757.0,1145.83,4611.17,1637,136
2025-07,SKU-007-003,PRV-007,35,7,35,12353.25,2288.72,10064.53,1686,204
2025-07,SKU-007-004,PRV-007,52,10,52,6601.4,1165.5,5435.9,1351,176
2025-07,SKU-007-005,PRV-007,67,12,67,6026.65,1232.75,4793.9,2395,302
2025-07,SKU-007-006,PRV-007,71,12,71,28467.45,5769.03,22698.42,1963,256
2025-07,SKU-007-007,PRV-007,99,18,99,34942.05,6599.2,28342.85,3089,236
2025-07,SKU-007-008,PRV-007,85,15,85,37225.75,6140.54,31085.21,2006,203
2025-07,SKU-007-010,PRV-007,102,19,102,24474.9,4109.08,20365.82,4989,600
2025-07,SKU-007-011,PRV-007,75,12,75,30221.25,6329.78,23891.47,3567,202
2025-07,SKU-007-013,PRV-007,34,7,34,7750.3,1348.18,6402.12,1351,75
2025-07,SKU-007-015,PRV-007,56,10,56,10245.2,1791.25,8453.95,2787,366
2025-07,SKU-007-016,PRV-007,53,10,53,9749.35,1599.64,8149.71,2765,186
2025-07,SKU-007-017,PRV-007,46,8,46,12279.7,2554.77,9724.93,1855,151
2025-07,SKU-007-018,PRV-007,105,19,105,19734.75,4169.17,15565.58,5386,705
2025-08,SKU-007-001,PRV-007,183,35,183,31649.85,1693.02,29956.83,8849,703
2025-08,SKU-007-002,PRV-007,70,13,70,6716.5,348.41,6368.09,1947,178
2025-08,SKU-007-003,PRV-007,43,8,43,15176.85,782.49,14394.36,1245,152
2025-08,SKU-007-004,PRV-007,56,10,56,7109.2,400.18,6709.02,2192,242
2025-08,SKU-007-005,PRV-007,97,17,97,8725.15,482.29,8242.86,3760,498
2025-08,SKU-007-006,PRV-007,66,11,66,26462.7,1570.46,24892.24,1749,155
2025-08,SKU-007-007,PRV-007,171,29,171,60354.45,3815.51,56538.94,9879,978
2025-08,SKU-007-008,PRV-007,111,22,111,48612.45,2894.7,45717.75,3057,350
2025-08,SKU-007-010,PRV-007,128,23,128,30713.6,1740.11,28973.49,2964,361
2025-08,SKU-007-011,PRV-007,93,16,93,37474.35,2290.48,35183.87,3291,402
2025-08,SKU-007-013,PRV-007,37,7,37,8434.15,560.16,7873.99,2143,275
2025-08,SKU-007-015,PRV-007,97,18,97,17746.15,1188.45,16557.7,5312,559
2025-08,SKU-007-016,PRV-007,86,16,86,15819.7,963.04,14856.66,3937,231
2025-08,SKU-007-017,PRV-007,62,13,62,16550.9,923.79,15627.11,1732,112
2025-08,SKU-007-018,PRV-007,138,26,138,25937.1,1495.91,24441.19,3738,353
2025-09,SKU-007-001,PRV-007,256,43,256,44275.2,2707.33,41567.87,8949,635
2025-09,SKU-007-002,PRV-007,146,26,146,14008.7,930.3,13078.4,8194,802
2025-09,SKU-007-003,PRV-007,51,9,51,18000.45,1117.44,16883.01,2317,288
2025-09,SKU-007-004,PRV-007,108,18,108,13710.6,740.64,12969.96,4395,430
2025-09,SKU-007-005,PRV-007,110,23,110,9894.5,533.32,9361.18,4713,479
2025-09,SKU-007-006,PRV-007,103,19,103,41297.85,2418.84,38879.01,4030,535
2025-09,SKU-007-007,PRV-007,184,39,184,64942.8,4443.24,60499.56,5160,430
2025-09,SKU-007-008,PRV-007,138,25,138,60437.1,3224.31,57212.79,7774,796
2025-09,SKU-007-010,PRV-007,196,39,196,47030.2,2964.14,44066.06,6306,455
2025-09,SKU-007-011,PRV-007,158,27,158,63666.1,3771.67,59894.43,7899,688
2025-09,SKU-007-012,PRV-007,135,27,135,46703.25,2907.62,43795.63,6591,724
2025-09,SKU-007-013,PRV-007,77,14,77,17552.15,1052.88,16499.27,3087,212
2025-09,SKU-007-015,PRV-007,82,15,82,15001.9,870.82,14131.08,3994,514
2025-09,SKU-007-016,PRV-007,113,24,113,20786.35,1162.43,19623.92,3369,427
2025-09,SKU-007-017,PRV-007,70,11,70,18686.5,972.73,17713.77,3261,223
2025-09,SKU-007-018,PRV-007,188,31,188,35334.6,2271.33,33063.27,4251,262
2025-10,SKU-007-001,PRV-007,299,56,299,51712.05,3022.3,48689.75,10827,1078
2025-10,SKU-007-002,PRV-007,172,33,172,16503.4,1062.35,15441.05,9676,1155
2025-10,SKU-007-003,PRV-007,61,12,61,21529.95,1354.52,20175.43,1811,203
2025-10,SKU-007-004,PRV-007,137,24,137,17392.15,1013.57,16378.58,4789,284
2025-10,SKU-007-005,PRV-007,173,31,173,15561.35,912.32,14649.03,6497,585
2025-10,SKU-007-006,PRV-007,128,23,128,51321.6,3185.31,48136.29,7201,578
2025-10,SKU-007-007,PRV-007,227,40,227,80119.65,4378.38,75741.27,9625,1076
2025-10,SKU-007-008,PRV-007,196,38,196,85838.2,4649.14,81189.06,7083,853
2025-10,SKU-007-010,PRV-007,235,44,235,56388.25,3483.77,52904.48,7492,566
2025-10,SKU-007-011,PRV-007,177,31,177,71322.15,4560.72,66761.43,8063,515
2025-10,SKU-007-012,PRV-007,243,44,243,84065.85,5276.52,78789.33,10533,914
2025-10,SKU-007-013,PRV-007,83,15,83,18919.85,1153.63,17766.22,2275,155
2025-10,SKU-007-015,PRV-007,185,31,185,33845.75,1872.98,31972.77,7969,1072
2025-10,SKU-007-016,PRV-007,113,21,113,20786.35,1078.52,19707.83,3585,317
2025-10,SKU-007-017,PRV-007,83,17,83,22156.85,1308.98,20847.87,4529,251
2025-10,SKU-007-018,PRV-007,186,34,186,34958.7,2290.77,32667.93,8886,1111
2025-11,SKU-007-001,PRV-007,368,62,368,63645.6,13634.63,50010.97,15823,1602
2025-11,SKU-007-002,PRV-007,228,49,228,21876.6,5244.53,16632.07,7681,893
2025-11,SKU-007-003,PRV-007,93,19,93,32824.35,7521.16,25303.19,3881,328
2025-11,SKU-007-004,PRV-007,157,31,157,19931.15,4304.01,15627.14,3623,304
2025-11,SKU-007-005,PRV-007,193,36,193,17360.35,4381.63,12978.72,10538,878
2025-11,SKU-007-006,PRV-007,225,36,225,90213.75,24659.48,65554.27,10542,681
2025-11,SKU-007-007,PRV-007,451,80,451,159180.45,39369.34,119811.11,16204,1652
2025-11,SKU-007-008,PRV-007,247,51,247,108173.65,28014.83,80158.82,7911,770
2025-11,SKU-007-010,PRV-007,374,71,374,89741.3,18740.4,71000.9,14252,1721
2025-11,SKU-007-011,PRV-007,249,40,249,100334.55,26877.89,73456.66,7227,418
2025-11,SKU-007-012,PRV-007,425,78,425,147028.75,36948.42,110080.33,20088,1882
2025-11,SKU-007-013,PRV-007,98,16,98,22339.1,5462.37,16876.73,4337,332
2025-11,SKU-007-015,PRV-007,192,32,192,35126.4,7349.51,27776.89,8337,490
2025-11,SKU-007-016,PRV-007,214,46,214,39365.3,10687.4,28677.9,7262,784
2025-11,SKU-007-017,PRV-007,122,24,122,32567.9,8217.39,24350.51,5367,545
2025-11,SKU-007-018,PRV-007,247,43,247,46423.65,9850.52,36573.13,7331,486
2025-12,SKU-007-001,PRV-007,331,63,331,57246.45,3306.08,53940.37,17347,1935
2025-12,SKU-007-002,PRV-007,153,27,153,14680.35,793.45,13886.9,5225,697
2025-12,SKU-007-003,PRV-007,94,17,94,33177.3,2215.78,30961.52,3603,277
2025-12,SKU-007-004,PRV-007,183,37,183,23231.85,1253.37,21978.48,4503,393
2025-12,SKU-007-005,PRV-007,215,42,215,19339.25,1214.19,18125.06,8746,709
2025-12,SKU-007-006,PRV-007,136,25,136,54529.2,2840.53,51688.67,6498,841
2025-12,SKU-007-007,PRV-007,374,81,374,132003.3,7339.05,124664.25,15033,1023
2025-12,SKU-007-008,PRV-007,171,29,171,74889.45,4504.82,70384.63,4823,361
2025-12,SKU-007-010,PRV-007,335,70,335,80383.25,5373.41,75009.84,13001,1405
2025-12,SKU-007-011,PRV-007,245,50,245,98722.75,5972.6,92750.15,10367,729
2025-12,SKU-007-012,PRV-007,407,83,407,140801.65,9392.6,131409.05,18061,2217
2025-12,SKU-007-013,PRV-007,92,20,92,20971.4,1170.81,19800.59,3830,223
2025-12,SKU-007-015,PRV-007,162,32,162,29637.9,1910.82,27727.08,6260,721
2025-12,SKU-007-016,PRV-007,187,35,187,34398.65,2062.82,32335.83,8725,1109
2025-12,SKU-007-017,PRV-007,119,24,119,31767.05,1896.6,29870.45,3395,346
2025-12,SKU-007-018,PRV-007,304,54,304,57136.8,3146.49,53990.31,14850,949
2026-01,SKU-007-001,PRV-007,200,41,200,34590.0,7440.79,27149.21,11198,1291
2026-01,SKU-007-002,PRV-007,123,24,123,11801.85,1910.81,9891.04,5381,355
2026-01,SKU-007-003,PRV-007,51,9,51,18000.45,3043.34,14957.11,1561,170
2026-01,SKU-007-004,PRV-007,109,22,109,13837.55,2608.02,11229.53,6293,419
2026-01,SKU-007-005,PRV-007,102,19,102,9174.9,1926.28,7248.62,2984,167
2026-01,SKU-007-006,PRV-007,141,29,141,56533.95,10251.76,46282.19,4518,451
2026-01,SKU-007-007,PRV-007,230,41,230,81178.5,15162.71,66015.79,5148,549
2026-01,SKU-007-008,PRV-007,132,21,132,57809.4,9398.43,48410.97,6647,645
2026-01,SKU-007-009,PRV-007,19,4,19,4426.05,764.73,3661.32,558,51
2026-01,SKU-007-010,PRV-007,210,42,210,50389.5,9367.15,41022.35,8989,1128
2026-01,SKU-007-011,PRV-007,127,23,127,51174.65,10941.73,40232.92,6394,470
2026-01,SKU-007-012,PRV-007,309,67,309,106898.55,21169.91,85728.64,17634,2211
2026-01,SKU-007-013,PRV-007,53,10,53,12081.35,2010.63,10070.72,2655,283
2026-01,SKU-007-014,PRV-007,49,9,49,13521.55,2738.35,10783.2,2585,323
2026-01,SKU-007-015,PRV-007,121,25,121,22136.95,3935.01,18201.94,2970,314
2026-01,SKU-007-016,PRV-007,123,23,123,22625.85,4779.94,17845.91,6022,440
2026-01,SKU-007-017,PRV-007,86,15,86,22957.7,4961.82,17995.88,2170,139
2026-01,SKU-007-018,PRV-007,144,26,144,27064.8,5354.29,21710.51,6484,823
2026-02,SKU-007-001,PRV-007,233,50,233,40297.35,2148.3,38149.05,12937,1595
2026-02,SKU-007-002,PRV-007,101,20,101,9690.95,650.34,9040.61,2899,223
2026-02,SKU-007-003,PRV-007,59,11,59,20824.05,1141.85,19682.2,2749,199
2026-02,SKU-007-004,PRV-007,106,23,106,13456.7,915.74,12540.96,5626,389
2026-02,SKU-007-005,PRV-007,116,23,116,10434.2,568.56,9865.64,5925,751
2026-02,SKU-007-006,PRV-007,84,17,84,33679.8,2292.23,31387.57,3473,250
2026-02,SKU-007-007,PRV-007,232,40,232,81884.4,4575.86,77308.54,8936,728
2026-02,SKU-007-008,PRV-007,135,28,135,59123.25,3407.17,55716.08,5631,365
2026-02,SKU-007-009,PRV-007,22,5,22,5124.9,300.31,4824.59,1018,97
2026-02,SKU-007-010,PRV-007,168,32,168,40311.6,2302.19,38009.41,3753,407
2026-02,SKU-007-011,PRV-007,142,26,142,57218.9,3374.26,53844.64,4329,315
2026-02,SKU-007-012,PRV-007,220,41,220,76109.0,4996.89,71112.11,9843,1066
2026-02,SKU-007-013,PRV-007,50,9,50,11397.5,584.58,10812.92,2536,270
2026-02,SKU-007-014,PRV-007,79,14,79,21800.05,1287.8,20512.25,3376,278
2026-02,SKU-007-015,PRV-007,121,21,121,22136.95,1368.8,20768.15,5113,514
2026-02,SKU-007-016,PRV-007,93,17,93,17107.35,891.61,16215.74,4596,281
2026-02,SKU-007-017,PRV-007,63,13,63,16817.85,939.25,15878.6,2474,159
2026-02,SKU-007-018,PRV-007,55,9,55,10337.25,529.34,9807.91,1960,165
2026-03,SKU-007-002,PRV-007,116,22,116,11130.2,700.79,10429.41,4429,416
2026-03,SKU-007-003,PRV-007,42,8,42,14823.9,894.81,13929.09,1385,154
2026-03,SKU-007-004,PRV-007,50,8,50,6347.5,422.3,5925.2,2208,287
2026-03,SKU-007-006,PRV-007,79,15,79,31675.05,1958.34,29716.71,4288,393
2026-03,SKU-007-007,PRV-007,164,30,164,57883.8,3680.54,54203.26,5373,590
2026-03,SKU-007-008,PRV-007,99,18,99,43357.05,2425.74,40931.31,4254,511
2026-03,SKU-007-009,PRV-007,34,6,34,7920.3,418.86,7501.44,1543,164
2026-03,SKU-007-010,PRV-007,162,35,162,38871.9,2627.88,36244.02,3793,494
2026-03,SKU-007-011,PRV-007,120,23,120,48354.0,2911.36,45442.64,5933,453
2026-03,SKU-007-012,PRV-007,235,45,235,81298.25,5455.3,75842.95,11220,1300
2026-03,SKU-007-013,PRV-007,51,10,51,11625.45,638.21,10987.24,2663,311
2026-03,SKU-007-014,PRV-007,73,16,73,20144.35,1227.22,18917.13,2475,250
2026-03,SKU-007-015,PRV-007,83,15,83,15184.85,985.09,14199.76,4450,565
2026-03,SKU-007-016,PRV-007,87,17,87,16003.65,1011.53,14992.12,2663,271
2026-03,SKU-007-017,PRV-007,56,10,56,14949.2,785.1,14164.1,1862,170
2026-03,SKU-007-018,PRV-007,116,21,116,21802.2,1347.96,20454.24,4106,269
2026-04,SKU-007-002,PRV-007,69,13,69,6620.55,435.62,6184.93,3158,231
2026-04,SKU-007-003,PRV-007,38,8,38,13412.1,880.04,12532.06,1356,103
2026-04,SKU-007-004,PRV-007,59,12,59,7490.05,505.99,6984.06,2858,222
2026-04,SKU-007-006,PRV-007,70,12,70,28066.5,1901.62,26164.88,2152,153
2026-04,SKU-007-007,PRV-007,118,21,118,41648.1,2843.3,38804.8,5273,510
2026-04,SKU-007-008,PRV-007,73,14,73,31970.35,2040.11,29930.24,4179,337
2026-04,SKU-007-009,PRV-007,25,4,25,5823.75,301.37,5522.38,962,69
2026-04,SKU-007-010,PRV-007,144,25,144,34552.8,2259.91,32292.89,6458,462
2026-04,SKU-007-011,PRV-007,91,19,91,36668.45,2473.32,34195.13,4132,322
2026-04,SKU-007-012,PRV-007,156,34,156,53968.2,3358.18,50610.02,7194,602
2026-04,SKU-007-013,PRV-007,36,7,36,8206.2,503.28,7702.92,944,99
2026-04,SKU-007-014,PRV-007,78,14,78,21524.1,1172.52,20351.58,3919,423
2026-04,SKU-007-015,PRV-007,89,18,89,16282.55,1055.88,15226.67,3292,277
2026-04,SKU-007-016,PRV-007,83,16,83,15267.85,794.76,14473.09,1865,213
2026-04,SKU-007-017,PRV-007,51,10,51,13614.45,891.63,12722.82,1548,149
2026-04,SKU-007-018,PRV-007,122,21,122,22929.9,1240.52,21689.38,2910,260
2026-05,SKU-007-002,PRV-007,60,12,60,5757.0,345.26,5411.74,1971,207
2026-05,SKU-007-003,PRV-007,29,5,29,10235.55,693.59,9541.96,1357,75
2026-05,SKU-007-004,PRV-007,66,13,66,8378.7,450.14,7928.56,1640,95
2026-05,SKU-007-006,PRV-007,62,12,62,24858.9,1489.62,23369.28,1632,216
2026-05,SKU-007-007,PRV-007,107,21,107,37765.65,1982.74,35782.91,3368,406
2026-05,SKU-007-008,PRV-007,79,12,79,34598.05,2382.23,32215.82,2077,185
2026-05,SKU-007-009,PRV-007,19,4,19,4426.05,288.65,4137.4,513,42
2026-05,SKU-007-010,PRV-007,119,22,119,28554.05,1604.78,26949.27,5198,358
2026-05,SKU-007-011,PRV-007,69,14,69,27803.55,1831.39,25972.16,2633,222
2026-05,SKU-007-012,PRV-007,135,28,135,46703.25,2939.92,43763.33,4381,454
2026-05,SKU-007-013,PRV-007,28,6,28,6382.6,400.88,5981.72,992,97
2026-05,SKU-007-014,PRV-007,71,13,71,19592.45,1152.76,18439.69,1978,235
2026-05,SKU-007-015,PRV-007,70,13,70,12806.5,804.52,12001.98,3574,421
2026-05,SKU-007-016,PRV-007,51,9,51,9381.45,522.1,8859.35,2244,221
2026-05,SKU-007-017,PRV-007,48,9,48,12813.6,705.17,12108.43,1956,115
2026-05,SKU-007-018,PRV-007,94,18,94,17667.3,1178.83,16488.47,3609,231
2026-06,SKU-007-002,PRV-007,52,9,52,4989.4,342.42,4646.98,1402,162
2026-06,SKU-007-003,PRV-007,23,5,23,8117.85,464.49,7653.36,738,41
2026-06,SKU-007-004,PRV-007,50,10,50,6347.5,383.2,5964.3,1681,184
2026-06,SKU-007-006,PRV-007,58,12,58,23255.1,1552.11,21702.99,1737,219
2026-06,SKU-007-007,PRV-007,113,20,113,39883.35,2056.91,37826.44,3200,204
2026-06,SKU-007-008,PRV-007,79,13,79,34598.05,2320.56,32277.49,3557,320
2026-06,SKU-007-009,PRV-007,17,3,17,3960.15,260.9,3699.25,550,66
2026-06,SKU-007-010,PRV-007,84,15,84,20155.8,1193.47,18962.33,2046,246
2026-06,SKU-007-011,PRV-007,79,14,79,31833.05,1760.19,30072.86,3747,460
2026-06,SKU-007-012,PRV-007,142,32,142,49124.9,3052.36,46072.54,5841,391
2026-06,SKU-007-013,PRV-007,25,5,25,5698.75,371.71,5327.04,1130,143
2026-06,SKU-007-014,PRV-007,62,11,62,17108.9,967.95,16140.95,2955,353
2026-06,SKU-007-015,PRV-007,64,13,64,11708.8,785.35,10923.45,2672,271
2026-06,SKU-007-016,PRV-007,60,12,60,11037.0,753.07,10283.93,1554,203
2026-06,SKU-007-017,PRV-007,35,7,35,9343.25,545.29,8797.96,1768,147
2026-06,SKU-007-018,PRV-007,72,13,72,13532.4,806.64,12725.76,3297,312
2026-07,SKU-007-002,PRV-007,61,11,61,5852.95,1237.97,4614.98,3505,469
2026-07,SKU-007-003,PRV-007,23,4,23,8117.85,1338.86,6778.99,514,34
2026-07,SKU-007-004,PRV-007,44,9,44,5585.8,927.11,4658.69,1506,157
2026-07,SKU-007-006,PRV-007,45,9,45,18042.75,3462.4,14580.35,1547,93
2026-07,SKU-007-007,PRV-007,119,25,119,42001.05,7116.86,34884.19,2869,234
2026-07,SKU-007-008,PRV-007,66,13,66,28904.7,5476.54,23428.16,2954,395
2026-07,SKU-007-009,PRV-007,20,4,20,4659.0,1015.17,3643.83,644,37
2026-07,SKU-007-010,PRV-007,79,15,79,18956.05,3097.13,15858.92,3471,467
2026-07,SKU-007-011,PRV-007,74,15,74,29818.3,5583.64,24234.66,2580,254
2026-07,SKU-007-012,PRV-007,71,13,71,24562.45,5293.62,19268.83,3082,261
2026-07,SKU-007-013,PRV-007,25,5,25,5698.75,1146.62,4552.13,1266,103
2026-07,SKU-007-014,PRV-007,61,12,61,16832.95,3532.91,13300.04,1395,109
2026-07,SKU-007-015,PRV-007,51,9,51,9330.45,1562.04,7768.41,1399,117
2026-07,SKU-007-016,PRV-007,48,9,48,8829.6,1688.0,7141.6,2203,250
2026-07,SKU-007-017,PRV-007,35,7,35,9343.25,1648.14,7695.11,1497,137
2026-07,SKU-007-018,PRV-007,90,17,90,16915.5,2839.3,14076.2,3233,180
2026-08,SKU-007-002,PRV-007,70,13,70,6716.5,397.97,6318.53,3245,213
2026-08,SKU-007-003,PRV-007,34,7,34,12000.3,775.67,11224.63,1554,162
2026-08,SKU-007-004,PRV-007,78,14,78,9902.1,672.83,9229.27,3557,246
2026-08,SKU-007-006,PRV-007,71,13,71,28467.45,1783.66,26683.79,2130,203
2026-08,SKU-007-007,PRV-007,136,23,136,48001.2,3121.77,44879.43,3438,228
2026-08,SKU-007-008,PRV-007,85,19,85,37225.75,2112.54,35113.21,2457,241
2026-08,SKU-007-009,PRV-007,27,4,27,6289.65,411.06,5878.59,1157,149
2026-08,SKU-007-010,PRV-007,107,23,107,25674.65,1341.07,24333.58,4607,323
2026-08,SKU-007-011,PRV-007,90,20,90,36265.5,2381.45,33884.05,3080,334
2026-08,SKU-007-012,PRV-007,213,44,213,73687.35,5040.45,68646.9,7339,503
2026-08,SKU-007-013,PRV-007,39,8,39,8890.05,490.17,8399.88,2214,211
2026-08,SKU-007-014,PRV-007,94,18,94,25939.3,1685.71,24253.59,3123,415
2026-08,SKU-007-015,PRV-007,75,15,75,13721.25,924.99,12796.26,2125,238
2026-08,SKU-007-016,PRV-007,62,13,62,11404.9,674.96,10729.94,3453,388
2026-08,SKU-007-017,PRV-007,49,9,49,13080.55,821.98,12258.57,1493,161
2026-08,SKU-007-018,PRV-007,101,22,101,18982.95,1091.28,17891.67,3874,230
2024-09,SKU-008-001,PRV-008,275,55,275,26661.25,1557.31,25103.94,10251,1082
2024-09,SKU-008-002,PRV-008,261,49,261,29479.95,1866.33,27613.62,6709,630
2024-09,SKU-008-003,PRV-008,350,56,350,8732.5,505.15,8227.35,11491,1084
2024-09,SKU-008-004,PRV-008,85,17,85,2120.75,108.62,2012.13,4589,337
2024-09,SKU-008-005,PRV-008,79,16,79,2445.05,157.14,2287.91,3125,363
2024-09,SKU-008-006,PRV-008,168,32,168,18807.6,1176.07,17631.53,9106,683
2024-09,SKU-008-007,PRV-008,102,17,102,9480.9,538.51,8942.39,4709,396
2024-09,SKU-008-008,PRV-008,251,44,251,6513.45,392.69,6120.76,5845,599
2024-09,SKU-008-009,PRV-008,103,16,103,9161.85,524.43,8637.42,5663,542
2024-09,SKU-008-010,PRV-008,55,9,55,3187.25,213.78,2973.47,2954,199
2024-09,SKU-008-011,PRV-008,379,72,379,10214.05,675.8,9538.25,13031,1607
2024-09,SKU-008-013,PRV-008,145,24,145,5937.75,379.59,5558.16,6824,509
2024-09,SKU-008-015,PRV-008,155,25,155,15027.25,797.55,14229.7,8729,914
2024-09,SKU-008-016,PRV-008,89,17,89,2398.55,143.31,2255.24,5025,338
2024-09,SKU-008-017,PRV-008,127,24,127,13963.65,901.85,13061.8,5711,536
2024-09,SKU-008-018,PRV-008,231,45,231,9921.45,600.74,9320.71,5477,732
2024-09,SKU-008-019,PRV-008,107,20,107,4060.65,208.3,3852.35,5320,396
2024-10,SKU-008-001,PRV-008,305,57,305,29569.75,1762.97,27806.78,14799,1901
2024-10,SKU-008-002,PRV-008,246,43,246,27785.7,1589.2,26196.5,10057,824
2024-10,SKU-008-003,PRV-008,355,65,355,8857.25,527.01,8330.24,19524,1648
2024-10,SKU-008-004,PRV-008,107,18,107,2669.65,153.68,2515.97,2467,289
2024-10,SKU-008-005,PRV-008,67,12,67,2073.65,126.84,1946.81,1572,199
2024-10,SKU-008-006,PRV-008,214,39,214,23957.3,1397.27,22560.03,7628,951
2024-10,SKU-008-007,PRV-008,113,19,113,10503.35,594.48,9908.87,5857,784
2024-10,SKU-008-008,PRV-008,183,33,183,4748.85,292.66,4456.19,7330,482
2024-10,SKU-008-009,PRV-008,98,16,98,8717.1,589.33,8127.77,3085,305
2024-10,SKU-008-010,PRV-008,64,12,64,3708.8,203.35,3505.45,1710,230
2024-10,SKU-008-011,PRV-008,201,35,201,5416.95,308.25,5108.7,9221,705
2024-10,SKU-008-013,PRV-008,283,49,283,11588.85,642.95,10945.9,16397,1616
2024-10,SKU-008-015,PRV-008,62,10,62,6010.9,317.01,5693.89,2636,234
2024-10,SKU-008-016,PRV-008,31,5,31,835.45,54.43,781.02,815,67
2024-10,SKU-008-017,PRV-008,96,16,96,10555.2,683.07,9872.13,4659,596
2024-10,SKU-008-018,PRV-008,379,62,379,16278.05,841.43,15436.62,12344,1009
2024-10,SKU-008-019,PRV-008,104,18,104,3946.8,214.65,3732.15,3822,425
2024-11,SKU-008-001,PRV-008,464,67,464,44984.8,10857.25,34127.55,26656,2011
2024-11,SKU-008-002,PRV-008,270,43,270,30496.5,6484.8,24011.7,5970,524
2024-11,SKU-008-003,PRV-008,269,48,269,6711.55,1830.3,4881.25,9240,1118
2024-11,SKU-008-004,PRV-008,78,14,78,1946.1,446.91,1499.19,1743,229
2024-11,SKU-008-005,PRV-008,112,20,112,3466.4,731.28,2735.12,4550,318
2024-11,SKU-008-006,PRV-008,386,68,386,43212.7,9358.05,33854.65,21568,1417
2024-11,SKU-008-007,PRV-008,174,32,174,16173.3,3367.68,12805.62,6127,358
2024-11,SKU-008-008,PRV-008,282,49,282,7317.9,1740.03,5577.87,9549,1031
2024-11,SKU-008-009,PRV-008,144,27,144,12808.8,3016.14,9792.66,3588,304
2024-11,SKU-008-010,PRV-008,72,14,72,4172.4,1144.43,3027.97,2720,305
2024-11,SKU-008-011,PRV-008,274,47,274,7384.3,2007.47,5376.83,7667,895
2024-11,SKU-008-013,PRV-008,139,22,139,5692.05,1316.38,4375.67,4196,231
