month,product_id,provider_id,units_on_hand_end,units_received,stockout_days,days_of_cover,sell_through_pct
2026-03,SKU-005-014,PRV-005,128,51,21,81.7,26.9
2026-03,SKU-005-015,PRV-005,1198,498,0,71.2,29.7
2026-03,SKU-005-016,PRV-005,702,366,0,66.2,31.2
2026-03,SKU-005-017,PRV-005,490,285,0,44.7,40.2
2026-03,SKU-005-018,PRV-005,227,166,0,48.6,38.1
2026-03,SKU-005-019,PRV-005,837,447,0,63.4,32.1
2026-03,SKU-005-020,PRV-005,298,168,16,57.3,34.4
2026-03,SKU-005-021,PRV-005,313,140,0,54.0,35.7
2026-03,SKU-005-022,PRV-005,205,116,0,68.3,30.5
2026-04,SKU-005-001,PRV-005,842,403,0,79.4,27.4
2026-04,SKU-005-002,PRV-005,917,268,0,79.7,27.3
2026-04,SKU-005-003,PRV-005,1454,585,0,69.6,30.1
2026-04,SKU-005-004,PRV-005,833,395,0,64.6,31.7
2026-04,SKU-005-005,PRV-005,285,132,0,83.0,26.5
2026-04,SKU-005-006,PRV-005,788,374,0,69.9,30.0
2026-04,SKU-005-007,PRV-005,172,111,0,44.1,40.5
2026-04,SKU-005-008,PRV-005,534,227,0,73.5,29.0
2026-04,SKU-005-009,PRV-005,305,150,0,78.9,27.6
2026-04,SKU-005-010,PRV-005,253,117,0,61.7,32.7
2026-04,SKU-005-011,PRV-005,1345,544,0,74.4,28.7
2026-04,SKU-005-012,PRV-005,757,257,0,83.2,26.5
2026-04,SKU-005-013,PRV-005,622,340,0,49.2,37.9
2026-04,SKU-005-014,PRV-005,212,87,0,58.3,34.0
2026-04,SKU-005-015,PRV-005,1484,544,0,76.6,28.1
2026-04,SKU-005-016,PRV-005,438,300,3,48.5,38.2
2026-04,SKU-005-017,PRV-005,811,473,0,56.3,34.8
2026-04,SKU-005-018,PRV-005,215,145,0,45.7,39.6
2026-04,SKU-005-019,PRV-005,585,278,0,50.0,37.5
2026-04,SKU-005-020,PRV-005,810,269,0,70.8,29.7
2026-04,SKU-005-021,PRV-005,401,221,0,66.1,31.2
2026-04,SKU-005-022,PRV-005,144,74,0,49.7,37.7
2026-05,SKU-005-001,PRV-005,1005,387,0,80.6,27.1
2026-05,SKU-005-002,PRV-005,796,525,0,56.9,34.5
2026-05,SKU-005-003,PRV-005,813,699,0,43.7,40.7
2026-05,SKU-005-004,PRV-005,1067,478,0,75.7,28.4
2026-05,SKU-005-005,PRV-005,212,108,0,65.6,31.4
2026-05,SKU-005-006,PRV-005,502,327,0,49.7,37.6
2026-05,SKU-005-007,PRV-005,328,109,0,79.4,27.4
2026-05,SKU-005-008,PRV-005,457,320,0,52.7,36.3
2026-05,SKU-005-009,PRV-005,210,107,0,63.6,32.0
2026-05,SKU-005-010,PRV-005,275,96,0,79.3,27.4
2026-05,SKU-005-011,PRV-005,566,284,21,72.6,29.2
2026-05,SKU-005-012,PRV-005,293,251,0,43.5,40.8
2026-05,SKU-005-013,PRV-005,738,385,0,60.5,33.2
2026-05,SKU-005-014,PRV-005,303,131,0,73.3,29.0
2026-05,SKU-005-015,PRV-005,1333,551,0,68.6,30.4
2026-05,SKU-005-016,PRV-005,639,508,0,44.4,40.3
2026-05,SKU-005-017,PRV-005,1130,484,0,73.1,29.1
2026-05,SKU-005-018,PRV-005,289,147,0,61.1,32.9
2026-05,SKU-005-019,PRV-005,570,330,0,47.4,38.8
2026-05,SKU-005-020,PRV-005,936,489,0,73.9,28.9
2026-05,SKU-005-021,PRV-005,358,222,0,61.7,32.7
2026-05,SKU-005-022,PRV-005,172,76,0,61.4,32.8
2026-06,SKU-005-001,PRV-005,477,289,7,56.6,34.7
2026-06,SKU-005-002,PRV-005,999,468,0,76.3,28.2
2026-06,SKU-005-003,PRV-005,1022,798,0,47.8,38.6
2026-06,SKU-005-004,PRV-005,785,369,0,51.2,36.9
2026-06,SKU-005-005,PRV-005,139,44,16,78.7,27.6
2026-06,SKU-005-006,PRV-005,925,483,0,71.5,29.6
2026-06,SKU-005-007,PRV-005,201,127,0,50.2,37.4
2026-06,SKU-005-008,PRV-005,411,162,0,59.0,33.7
2026-06,SKU-005-009,PRV-005,279,109,0,80.5,27.2
2026-06,SKU-005-010,PRV-005,221,147,0,53.0,36.1
2026-06,SKU-005-011,PRV-005,1617,665,0,77.5,27.9
2026-06,SKU-005-012,PRV-005,576,214,0,70.8,29.8
2026-06,SKU-005-013,PRV-005,551,334,0,44.9,40.0
2026-06,SKU-005-014,PRV-005,391,134,0,77.2,28.0
2026-06,SKU-005-015,PRV-005,853,394,0,58.7,33.8
2026-06,SKU-005-016,PRV-005,695,446,0,55.6,35.0
2026-06,SKU-005-017,PRV-005,947,341,0,63.7,32.0
2026-06,SKU-005-018,PRV-005,226,202,0,43.5,40.8
2026-06,SKU-005-019,PRV-005,909,277,0,74.7,28.6
2026-06,SKU-005-020,PRV-005,949,386,0,72.3,29.3
2026-06,SKU-005-021,PRV-005,335,192,0,64.8,31.6
2026-06,SKU-005-022,PRV-005,260,83,0,82.1,26.8
2026-07,SKU-005-001,PRV-005,557,395,0,44.3,40.4
2026-07,SKU-005-002,PRV-005,749,363,0,61.6,32.8
2026-07,SKU-005-003,PRV-005,884,649,0,52.3,36.4
2026-07,SKU-005-004,PRV-005,501,344,0,47.6,38.7
2026-07,SKU-005-005,PRV-005,148,81,0,43.5,40.8
2026-07,SKU-005-006,PRV-005,771,396,0,61.8,32.7
2026-07,SKU-005-007,PRV-005,252,120,0,49.7,37.6
2026-07,SKU-005-008,PRV-005,412,213,0,59.4,33.5
2026-07,SKU-005-009,PRV-005,275,121,0,65.5,31.4
2026-07,SKU-005-010,PRV-005,184,73,0,66.5,31.1
2026-07,SKU-005-011,PRV-005,1283,517,0,81.4,26.9
2026-07,SKU-005-012,PRV-005,345,257,0,50.7,37.2
2026-07,SKU-005-013,PRV-005,950,493,5,67.9,30.7
2026-07,SKU-005-014,PRV-005,404,164,0,78.7,27.6
2026-07,SKU-005-015,PRV-005,1240,396,0,77.2,28.0
2026-07,SKU-005-016,PRV-005,545,406,0,52.2,36.5
2026-07,SKU-005-017,PRV-005,763,306,0,62.9,32.3
2026-07,SKU-005-018,PRV-005,279,126,0,50.4,37.3
2026-07,SKU-005-019,PRV-005,1036,504,0,78.3,27.7
2026-07,SKU-005-020,PRV-005,838,290,0,77.1,28.0
2026-07,SKU-005-021,PRV-005,448,187,0,77.7,27.9
2026-07,SKU-005-022,PRV-005,163,93,0,58.9,33.7
2026-08,SKU-005-001,PRV-005,604,392,9,53.0,36.2
2026-08,SKU-005-002,PRV-005,752,442,0,57.7,34.2
2026-08,SKU-005-003,PRV-005,745,451,0,45.6,39.7
2026-08,SKU-005-004,PRV-005,836,427,0,73.5,29.0
2026-08,SKU-005-005,PRV-005,240,85,0,69.2,30.2
2026-08,SKU-005-006,PRV-005,849,336,0,62.0,32.6
2026-08,SKU-005-007,PRV-005,226,126,0,53.4,36.0
2026-08,SKU-005-008,PRV-005,210,140,12,45.7,39.7
2026-08,SKU-005-009,PRV-005,252,123,0,66.9,31.0
2026-08,SKU-005-010,PRV-005,172,104,0,49.6,37.7
2026-08,SKU-005-011,PRV-005,726,464,0,43.5,40.8
2026-08,SKU-005-012,PRV-005,417,286,0,43.4,40.9
2026-08,SKU-005-013,PRV-005,1074,460,0,80.0,27.3
2026-08,SKU-005-014,PRV-005,281,190,0,55.8,35.0
2026-08,SKU-005-015,PRV-005,1541,530,0,69.3,30.2
2026-08,SKU-005-016,PRV-005,581,468,0,47.4,38.8
2026-08,SKU-005-017,PRV-005,1008,421,0,76.2,28.3
2026-08,SKU-005-018,PRV-005,328,132,0,76.9,28.1
2026-08,SKU-005-019,PRV-005,876,515,0,62.0,32.6
2026-08,SKU-005-020,PRV-005,673,266,0,58.0,34.1
2026-08,SKU-005-021,PRV-005,258,104,0,57.3,34.4
2026-08,SKU-005-022,PRV-005,182,89,0,54.6,35.5
2024-09,SKU-006-001,PRV-006,102,43,0,74.6,28.7
2024-09,SKU-006-003,PRV-006,306,162,0,48.3,38.3
2024-09,SKU-006-004,PRV-006,101,72,0,46.6,39.2
2024-09,SKU-006-005,PRV-006,104,40,0,69.3,30.2
2024-09,SKU-006-009,PRV-006,525,292,0,68.5,30.5
2024-09,SKU-006-010,PRV-006,132,102,0,45.0,40.0
2024-09,SKU-006-011,PRV-006,94,63,2,47.0,39.0
2024-09,SKU-006-012,PRV-006,184,64,0,75.6,28.4
2024-09,SKU-006-013,PRV-006,462,322,0,49.3,37.8
2024-09,SKU-006-014,PRV-006,419,153,0,76.6,28.1
2024-09,SKU-006-017,PRV-006,265,135,0,75.7,28.4
2024-09,SKU-006-020,PRV-006,84,37,0,53.6,35.9
2024-10,SKU-006-001,PRV-006,155,71,0,71.5,29.5
2024-10,SKU-006-003,PRV-006,576,406,0,49.9,37.5
2024-10,SKU-006-004,PRV-006,132,62,0,55.8,35.0
2024-10,SKU-006-005,PRV-006,101,47,16,77.7,27.9
2024-10,SKU-006-009,PRV-006,535,277,0,53.5,35.9
2024-10,SKU-006-010,PRV-006,281,111,0,73.3,29.0
2024-10,SKU-006-011,PRV-006,190,74,0,69.5,30.1
2024-10,SKU-006-012,PRV-006,216,113,0,54.5,35.5
2024-10,SKU-006-013,PRV-006,961,364,0,82.1,26.8
2024-10,SKU-006-014,PRV-006,508,285,0,60.2,33.2
2024-10,SKU-006-017,PRV-006,177,72,16,83.0,26.6
2024-10,SKU-006-020,PRV-006,122,59,3,57.2,34.4
2024-11,SKU-006-001,PRV-006,112,71,0,43.6,40.7
2024-11,SKU-006-003,PRV-006,992,523,0,60.9,33.0
2024-11,SKU-006-004,PRV-006,318,111,2,80.8,27.1
2024-11,SKU-006-005,PRV-006,176,109,0,46.3,39.3
2024-11,SKU-006-009,PRV-006,698,357,0,47.0,39.0
2024-11,SKU-006-010,PRV-006,467,230,0,69.0,30.3
2024-11,SKU-006-011,PRV-006,186,132,0,50.7,37.2
2024-11,SKU-006-012,PRV-006,355,133,0,78.3,27.7
2024-11,SKU-006-013,PRV-006,836,359,0,57.8,34.2
2024-11,SKU-006-014,PRV-006,698,413,0,54.0,35.7
2024-11,SKU-006-017,PRV-006,392,192,0,56.8,34.6
2024-11,SKU-006-020,PRV-006,160,99,0,60.0,33.3
2024-12,SKU-006-001,PRV-006,107,76,0,48.6,38.2
2024-12,SKU-006-003,PRV-006,485,279,5,54.7,35.4
2024-12,SKU-006-004,PRV-006,194,108,0,59.4,33.6
2024-12,SKU-006-005,PRV-006,222,100,0,69.4,30.2
2024-12,SKU-006-009,PRV-006,870,278,0,76.5,28.2
2024-12,SKU-006-010,PRV-006,262,157,0,44.7,40.2
2024-12,SKU-006-011,PRV-006,207,75,0,66.1,31.2
2024-12,SKU-006-012,PRV-006,251,144,0,67.8,30.7
2024-12,SKU-006-013,PRV-006,746,319,0,69.3,30.2
2024-12,SKU-006-014,PRV-006,574,280,0,66.7,31.0
2024-12,SKU-006-017,PRV-006,309,186,0,53.9,35.8
2024-12,SKU-006-020,PRV-006,170,81,0,63.8,32.0
2025-01,SKU-006-001,PRV-006,96,45,0,49.7,37.7
2025-01,SKU-006-003,PRV-006,570,206,0,67.6,30.7
2025-01,SKU-006-004,PRV-006,137,64,0,61.3,32.8
2025-01,SKU-006-005,PRV-006,125,49,0,69.4,30.2
2025-01,SKU-006-009,PRV-006,449,215,0,52.4,36.4
2025-01,SKU-006-010,PRV-006,325,116,0,83.3,26.5
2025-01,SKU-006-011,PRV-006,167,66,0,79.5,27.4
2025-01,SKU-006-012,PRV-006,240,108,0,69.9,30.0
2025-01,SKU-006-013,PRV-006,642,351,0,66.0,31.3
2025-01,SKU-006-014,PRV-006,342,215,0,54.3,35.6
2025-01,SKU-006-017,PRV-006,164,105,0,53.5,35.9
2025-01,SKU-006-020,PRV-006,91,36,0,68.2,30.5
2025-02,SKU-006-001,PRV-006,65,34,0,47.6,38.7
2025-02,SKU-006-003,PRV-006,387,208,0,59.5,33.5
2025-02,SKU-006-004,PRV-006,89,67,0,50.4,37.3
2025-02,SKU-006-005,PRV-006,79,51,0,44.7,40.2
2025-02,SKU-006-009,PRV-006,568,288,0,76.8,28.1
2025-02,SKU-006-010,PRV-006,163,100,9,60.4,33.2
2025-02,SKU-006-011,PRV-006,103,50,0,75.4,28.5
2025-02,SKU-006-012,PRV-006,154,101,0,56.3,34.7
2025-02,SKU-006-013,PRV-006,709,327,0,82.8,26.6
2025-02,SKU-006-014,PRV-006,394,132,0,75.8,28.4
2025-02,SKU-006-017,PRV-006,138,88,0,55.9,34.9
2025-02,SKU-006-020,PRV-006,94,41,0,80.6,27.1
2025-03,SKU-006-001,PRV-006,102,53,3,72.9,29.2
2025-03,SKU-006-003,PRV-006,378,225,0,61.0,33.0
2025-03,SKU-006-004,PRV-006,41,22,16,45.6,39.7
2025-03,SKU-006-005,PRV-006,95,50,0,54.8,35.4
2025-03,SKU-006-006,PRV-006,199,77,0,79.6,27.4
2025-03,SKU-006-009,PRV-006,300,153,0,47.1,38.9
2025-03,SKU-006-010,PRV-006,204,91,0,77.5,27.9
2025-03,SKU-006-011,PRV-006,109,34,0,72.7,29.2
2025-03,SKU-006-012,PRV-006,137,69,0,67.4,30.8
2025-03,SKU-006-013,PRV-006,452,238,0,67.1,30.9
2025-03,SKU-006-014,PRV-006,315,160,0,68.5,30.5
2025-03,SKU-006-017,PRV-006,199,113,0,67.1,30.9
2025-03,SKU-006-020,PRV-006,100,37,0,78.9,27.5
2025-04,SKU-006-001,PRV-006,46,23,0,51.1,37.0
2025-04,SKU-006-003,PRV-006,329,150,0,58.8,33.8
2025-04,SKU-006-004,PRV-006,77,40,0,56.3,34.7
2025-04,SKU-006-005,PRV-006,83,33,2,77.8,27.8
2025-04,SKU-006-006,PRV-006,187,94,0,73.8,28.9
2025-04,SKU-006-009,PRV-006,335,161,0,53.5,35.9
2025-04,SKU-006-010,PRV-006,172,77,0,80.6,27.1
2025-04,SKU-006-011,PRV-006,74,56,0,49.3,37.8
2025-04,SKU-006-012,PRV-006,135,40,0,81.0,27.0
2025-04,SKU-006-013,PRV-006,371,158,0,73.7,28.9
2025-04,SKU-006-014,PRV-006,243,145,0,50.3,37.4
2025-04,SKU-006-017,PRV-006,218,106,0,78.8,27.6
2025-04,SKU-006-020,PRV-006,47,28,0,50.4,37.3
2025-05,SKU-006-001,PRV-006,77,30,0,72.2,29.4
2025-05,SKU-006-003,PRV-006,384,166,0,71.1,29.7
2025-05,SKU-006-004,PRV-006,56,44,2,49.4,37.8
2025-05,SKU-006-005,PRV-006,59,26,0,59.0,33.7
2025-05,SKU-006-006,PRV-006,225,67,0,79.4,27.4
2025-05,SKU-006-007,PRV-006,65,33,0,51.3,36.9
2025-05,SKU-006-009,PRV-006,188,127,0,49.9,37.5
2025-05,SKU-006-010,PRV-006,83,57,0,46.1,39.4
2025-05,SKU-006-011,PRV-006,108,51,0,81.0,27.0
2025-05,SKU-006-012,PRV-006,112,44,0,61.1,32.9
2025-05,SKU-006-013,PRV-006,370,204,0,65.7,31.4
2025-05,SKU-006-014,PRV-006,234,111,0,76.3,28.2
2025-05,SKU-006-016,PRV-006,47,15,0,74.2,28.8
2025-05,SKU-006-017,PRV-006,129,42,0,82.3,26.7
2025-05,SKU-006-019,PRV-006,30,13,0,60.0,33.3
2025-05,SKU-006-020,PRV-006,83,37,0,80.3,27.2
2025-06,SKU-006-001,PRV-006,52,23,0,55.7,35.0
2025-06,SKU-006-003,PRV-006,322,163,0,76.1,28.3
2025-06,SKU-006-004,PRV-006,45,27,0,43.5,40.8
2025-06,SKU-006-005,PRV-006,55,25,5,53.2,36.0
2025-06,SKU-006-006,PRV-006,260,124,0,75.7,28.4
2025-06,SKU-006-007,PRV-006,119,55,0,72.9,29.2
2025-06,SKU-006-009,PRV-006,320,107,0,68.6,30.4
2025-06,SKU-006-010,PRV-006,142,42,0,78.9,27.6
2025-06,SKU-006-011,PRV-006,77,31,0,64.2,31.9
2025-06,SKU-006-012,PRV-006,81,46,0,55.2,35.2
2025-06,SKU-006-013,PRV-006,242,114,0,51.5,36.8
2025-06,SKU-006-014,PRV-006,186,111,0,54.2,35.6
2025-06,SKU-006-016,PRV-006,45,22,9,67.5,30.8
2025-06,SKU-006-017,PRV-006,138,64,5,79.6,27.4
2025-06,SKU-006-019,PRV-006,58,26,0,66.9,31.0
2025-06,SKU-006-020,PRV-006,50,27,0,53.6,35.9
2025-07,SKU-006-001,PRV-006,75,28,0,70.3,29.9
2025-07,SKU-006-003,PRV-006,245,109,0,61.2,32.9
2025-07,SKU-006-004,PRV-006,60,53,0,43.9,40.6
2025-07,SKU-006-005,PRV-006,64,28,0,54.9,35.4
2025-07,SKU-006-006,PRV-006,201,145,0,53.4,36.0
2025-07,SKU-006-007,PRV-006,152,53,0,65.1,31.5
2025-07,SKU-006-008,PRV-006,73,37,3,73.0,29.1
2025-07,SKU-006-009,PRV-006,294,176,0,55.5,35.1
2025-07,SKU-006-010,PRV-006,89,43,9,78.5,27.6
2025-07,SKU-006-011,PRV-006,80,34,0,80.0,27.3
2025-07,SKU-006-012,PRV-006,92,40,0,58.7,33.8
2025-07,SKU-006-013,PRV-006,299,136,0,72.9,29.1
2025-07,SKU-006-014,PRV-006,200,122,0,62.5,32.4
2025-07,SKU-006-016,PRV-006,49,24,0,49.0,38.0
2025-07,SKU-006-017,PRV-006,106,82,0,46.8,39.1
2025-07,SKU-006-019,PRV-006,60,36,0,48.6,38.1
2025-07,SKU-006-020,PRV-006,67,25,0,64.8,31.6
2025-08,SKU-006-001,PRV-006,58,32,0,48.3,38.3
2025-08,SKU-006-003,PRV-006,376,210,0,68.4,30.5
2025-08,SKU-006-004,PRV-006,57,45,0,43.8,40.6
2025-08,SKU-006-005,PRV-006,97,28,7,80.8,27.1
2025-08,SKU-006-006,PRV-006,162,78,0,48.6,38.2
2025-08,SKU-006-007,PRV-006,216,128,9,64.8,31.6
2025-08,SKU-006-008,PRV-006,99,66,0,45.7,39.6
2025-08,SKU-006-009,PRV-006,538,231,0,83.6,26.4
2025-08,SKU-006-010,PRV-006,188,86,0,67.1,30.9
2025-08,SKU-006-011,PRV-006,40,27,9,44.4,40.3
2025-08,SKU-006-012,PRV-006,168,79,0,81.3,27.0
2025-08,SKU-006-013,PRV-006,483,160,0,75.5,28.4
2025-08,SKU-006-014,PRV-006,194,123,0,49.7,37.6
2025-08,SKU-006-016,PRV-006,79,67,0,45.6,39.7
2025-08,SKU-006-017,PRV-006,179,85,0,67.1,30.9
2025-08,SKU-006-019,PRV-006,89,61,0,54.5,35.5
2025-08,SKU-006-020,PRV-006,99,38,0,76.2,28.3
2025-09,SKU-006-001,PRV-006,168,62,0,78.8,27.6
2025-09,SKU-006-003,PRV-006,670,319,0,72.0,29.4
2025-09,SKU-006-004,PRV-006,52,20,21,67.8,30.7
2025-09,SKU-006-005,PRV-006,158,74,0,62.4,32.5
2025-09,SKU-006-006,PRV-006,417,209,0,61.0,33.0
2025-09,SKU-006-007,PRV-006,360,130,0,67.5,30.8
2025-09,SKU-006-008,PRV-006,383,125,0,77.6,27.9
2025-09,SKU-006-009,PRV-006,435,298,0,45.0,40.0
2025-09,SKU-006-010,PRV-006,257,128,0,77.1,28.0
2025-09,SKU-006-011,PRV-006,124,62,0,51.0,37.1
2025-09,SKU-006-012,PRV-006,155,86,0,51.1,37.0
2025-09,SKU-006-013,PRV-006,655,301,0,59.0,33.7
2025-09,SKU-006-014,PRV-006,481,256,0,59.6,33.5
2025-09,SKU-006-016,PRV-006,140,101,0,51.2,36.9
2025-09,SKU-006-017,PRV-006,214,125,0,50.2,37.4
2025-09,SKU-006-019,PRV-006,196,83,0,67.6,30.7
2025-09,SKU-006-020,PRV-006,102,55,0,49.4,37.8
2025-10,SKU-006-001,PRV-006,165,79,0,79.8,27.3
2025-10,SKU-006-003,PRV-006,622,344,0,55.9,34.9
2025-10,SKU-006-004,PRV-006,180,111,0,62.1,32.6
2025-10,SKU-006-005,PRV-006,156,87,0,57.8,34.2
2025-10,SKU-006-006,PRV-006,426,261,0,55.6,35.1
2025-10,SKU-006-007,PRV-006,609,216,0,81.2,27.0
2025-10,SKU-006-008,PRV-006,453,204,0,74.7,28.7
2025-10,SKU-006-009,PRV-006,1073,297,0,82.1,26.8
2025-10,SKU-006-010,PRV-006,315,116,0,73.8,28.9
2025-10,SKU-006-011,PRV-006,212,68,0,72.3,29.3
2025-10,SKU-006-012,PRV-006,276,92,0,69.6,30.1
2025-10,SKU-006-013,PRV-006,965,361,0,68.0,30.6
2025-10,SKU-006-014,PRV-006,757,347,0,66.4,31.1
2025-10,SKU-006-016,PRV-006,186,119,0,56.4,34.7
2025-10,SKU-006-017,PRV-006,250,186,0,49.7,37.7
2025-10,SKU-006-019,PRV-006,236,86,0,80.5,27.2
2025-10,SKU-006-020,PRV-006,157,48,0,79.8,27.3
2025-11,SKU-006-001,PRV-006,135,71,0,44.0,40.5
2025-11,SKU-006-003,PRV-006,1018,426,0,60.2,33.2
2025-11,SKU-006-004,PRV-006,218,85,5,68.8,30.4
2025-11,SKU-006-005,PRV-006,249,149,0,57.9,34.1
2025-11,SKU-006-006,PRV-006,1000,379,0,74.8,28.6
2025-11,SKU-006-007,PRV-006,631,254,0,73.1,29.1
2025-11,SKU-006-008,PRV-006,485,259,0,60.1,33.3
2025-11,SKU-006-009,PRV-006,1351,611,0,73.3,29.0
2025-11,SKU-006-010,PRV-006,296,217,0,48.3,38.3
2025-11,SKU-006-011,PRV-006,337,128,0,75.4,28.5
2025-11,SKU-006-012,PRV-006,208,132,0,47.6,38.6
2025-11,SKU-006-013,PRV-006,1097,567,0,63.2,32.2
2025-11,SKU-006-014,PRV-006,1014,392,0,66.7,31.0
2025-11,SKU-006-016,PRV-006,258,161,0,46.9,39.0
2025-11,SKU-006-017,PRV-006,264,196,0,47.4,38.7
2025-11,SKU-006-018,PRV-006,394,157,0,57.1,34.4
2025-11,SKU-006-019,PRV-006,302,107,0,80.2,27.2
2025-11,SKU-006-020,PRV-006,199,65,0,72.8,29.2
2025-12,SKU-006-001,PRV-006,222,85,0,70.9,29.7
2025-12,SKU-006-003,PRV-006,974,339,0,77.1,28.0
2025-12,SKU-006-004,PRV-006,224,106,0,63.4,32.1
2025-12,SKU-006-005,PRV-006,251,125,0,69.7,30.1
2025-12,SKU-006-006,PRV-006,481,241,7,57.0,34.5
2025-12,SKU-006-007,PRV-006,400,190,0,55.3,35.2
2025-12,SKU-006-008,PRV-006,304,165,0,46.1,39.4
2025-12,SKU-006-009,PRV-006,1053,544,2,72.3,29.3
2025-12,SKU-006-010,PRV-006,302,114,12,81.6,26.9
2025-12,SKU-006-011,PRV-006,280,86,0,76.4,28.2
2025-12,SKU-006-012,PRV-006,287,93,0,71.8,29.5
2025-12,SKU-006-013,PRV-006,952,303,0,76.0,28.3
2025-12,SKU-006-014,PRV-006,713,349,0,66.8,31.0
2025-12,SKU-006-016,PRV-006,297,135,0,69.1,30.3
2025-12,SKU-006-017,PRV-006,373,122,7,82.3,26.7
2025-12,SKU-006-018,PRV-006,635,322,0,52.0,36.6
2025-12,SKU-006-019,PRV-006,121,105,3,43.7,40.7
2025-12,SKU-006-020,PRV-006,128,71,0,59.1,33.7
2026-01,SKU-006-001,PRV-006,145,65,0,76.3,28.2
2026-01,SKU-006-002,PRV-006,195,133,0,50.0,37.5
2026-01,SKU-006-003,PRV-006,662,287,0,66.2,31.2
2026-01,SKU-006-004,PRV-006,132,65,0,57.4,34.3
2026-01,SKU-006-005,PRV-006,103,62,7,59.4,33.5
2026-01,SKU-006-006,PRV-006,574,185,0,77.6,27.9
2026-01,SKU-006-007,PRV-006,579,202,0,83.5,26.4
2026-01,SKU-006-008,PRV-006,310,182,3,64.6,31.7
2026-01,SKU-006-009,PRV-006,340,215,12,48.1,38.4
2026-01,SKU-006-010,PRV-006,223,99,0,56.7,34.6
2026-01,SKU-006-011,PRV-006,92,51,0,49.3,37.8
2026-01,SKU-006-012,PRV-006,233,83,2,67.9,30.7
2026-01,SKU-006-013,PRV-006,324,256,12,47.6,38.6
2026-01,SKU-006-014,PRV-006,459,234,7,69.2,30.2
2026-01,SKU-006-016,PRV-006,176,81,0,66.0,31.2
2026-01,SKU-006-017,PRV-006,109,57,16,54.5,35.5
2026-01,SKU-006-018,PRV-006,379,314,0,45.8,39.6
2026-01,SKU-006-019,PRV-006,192,109,0,64.0,31.9
2026-01,SKU-006-020,PRV-006,97,29,9,76.6,28.1
2026-02,SKU-006-001,PRV-006,54,40,16,52.3,36.5
2026-02,SKU-006-002,PRV-006,510,176,0,83.2,26.5
2026-02,SKU-006-003,PRV-006,445,259,0,51.0,37.1
2026-02,SKU-006-004,PRV-006,159,55,0,72.3,29.3
2026-02,SKU-006-005,PRV-006,152,77,0,72.4,29.3
2026-02,SKU-006-006,PRV-006,345,138,0,63.1,32.2
2026-02,SKU-006-007,PRV-006,438,176,0,80.6,27.1
2026-02,SKU-006-008,PRV-006,73,48,21,46.6,39.2
2026-02,SKU-006-009,PRV-006,606,189,0,81.9,26.8
2026-02,SKU-006-010,PRV-006,169,97,0,52.8,36.2
2026-02,SKU-006-011,PRV-006,132,74,0,55.0,35.3
2026-02,SKU-006-012,PRV-006,253,129,0,75.1,28.5
2026-02,SKU-006-013,PRV-006,806,383,0,78.5,27.6
2026-02,SKU-006-014,PRV-006,533,251,0,82.8,26.6
2026-02,SKU-006-016,PRV-006,153,74,0,60.4,33.2
2026-02,SKU-006-017,PRV-006,283,111,0,78.6,27.6
2026-02,SKU-006-018,PRV-006,557,294,0,56.5,34.7
2026-02,SKU-006-019,PRV-006,162,80,0,60.0,33.3
2026-02,SKU-006-020,PRV-006,132,62,0,79.2,27.5
2026-03,SKU-006-001,PRV-006,128,60,0,80.0,27.3
2026-03,SKU-006-002,PRV-006,439,187,0,56.5,34.7
2026-03,SKU-006-003,PRV-006,469,199,0,66.1,31.2
2026-03,SKU-006-004,PRV-006,135,57,0,69.8,30.1
2026-03,SKU-006-005,PRV-006,165,74,0,76.2,28.3
2026-03,SKU-006-006,PRV-006,381,198,0,61.5,32.8
2026-03,SKU-006-007,PRV-006,442,196,0,81.3,26.9
2026-03,SKU-006-008,PRV-006,254,128,0,62.0,32.6
2026-03,SKU-006-009,PRV-006,431,170,0,57.7,34.2
2026-03,SKU-006-010,PRV-006,233,136,0,59.2,33.6
2026-03,SKU-006-011,PRV-006,97,64,0,46.9,39.0
2026-03,SKU-006-012,PRV-006,91,48,16,70.0,30.0
2026-03,SKU-006-013,PRV-006,784,345,0,80.8,27.1
2026-03,SKU-006-014,PRV-006,345,143,12,70.9,29.7
2026-03,SKU-006-015,PRV-006,273,103,0,62.5,32.4
2026-03,SKU-006-016,PRV-006,135,79,0,58.7,33.8
2026-03,SKU-006-017,PRV-006,266,127,2,76.7,28.1
2026-03,SKU-006-018,PRV-006,315,173,12,59.1,33.7
2026-03,SKU-006-019,PRV-006,106,55,2,57.8,34.2
2026-03,SKU-006-020,PRV-006,82,45,0,60.0,33.3
2026-04,SKU-006-001,PRV-006,109,34,0,72.7,29.2
2026-04,SKU-006-002,PRV-006,466,281,2,62.7,32.4
2026-04,SKU-006-003,PRV-006,295,205,0,47.3,38.8
2026-04,SKU-006-004,PRV-006,113,69,0,61.6,32.7
2026-04,SKU-006-005,PRV-006,131,58,0,78.6,27.6
2026-04,SKU-006-006,PRV-006,330,155,2,74.4,28.7
2026-04,SKU-006-007,PRV-006,334,156,0,82.8,26.6
2026-04,SKU-006-008,PRV-006,238,93,0,72.1,29.4
2026-04,SKU-006-009,PRV-006,352,233,0,53.1,36.1
2026-04,SKU-006-010,PRV-006,103,59,0,44.1,40.5
2026-04,SKU-006-011,PRV-006,95,63,0,53.8,35.8
