shift_date,shift,machine_id,plant_id,planned_production_time_min,stop_time_min,run_time_min,changeover_min_excluded_from_planned,ideal_cycle_time_sec,total_count,good_count,scheduled_units
2026-06-09,A,WELD-01,BRM,480.0,40.9,439.1,0.0,18.5,1212,1198,1141
2026-06-09,A,WELD-02,BRM,480.0,62.3,417.7,0.0,18.5,1307,1282,1235
2026-06-09,B,PRESS-01,BRM,480.0,135.9,344.1,0.0,4.2,4688,4584,4592
2026-06-09,B,PRESS-02,BRM,480.0,216.1,263.9,0.0,3.1,4925,4843,4755
2026-06-09,B,PRESS-03,BRM,480.0,74.0,406.0,0.0,2.4,9977,9771,9416
2026-06-09,B,WELD-01,BRM,480.0,47.2,432.8,0.0,18.5,1183,1167,1089
2026-06-09,B,WELD-02,BRM,480.0,85.4,394.6,0.0,18.5,1236,1219,1190
2026-06-09,C,PRESS-01,BRM,480.0,277.1,202.9,0.0,4.2,2733,2687,2712
2026-06-09,C,PRESS-02,BRM,480.0,303.5,176.5,0.0,3.1,3162,3049,3082
2026-06-09,C,PRESS-03,BRM,480.0,110.1,369.9,0.0,2.4,8522,8421,7916
2026-06-09,C,WELD-01,BRM,480.0,118.0,362.0,0.0,18.5,1005,987,917
2026-06-09,C,WELD-02,BRM,480.0,126.0,354.0,0.0,18.5,1109,1099,1093
2026-06-09,A,CNC-01,STW,480.0,113.3,366.7,0.0,52.0,409,406,299
2026-06-09,A,CNC-02,STW,480.0,77.1,402.9,0.0,52.0,444,441,431
2026-06-09,A,CNC-03,STW,480.0,450.5,29.5,0.0,48.0,36,36,35
2026-06-09,A,CNC-04,STW,480.0,66.5,413.5,0.0,48.0,507,503,493
2026-06-09,A,GRIND-01,STW,480.0,121.4,358.6,0.0,76.0,273,271,258
2026-06-09,B,CNC-01,STW,480.0,98.0,382.0,0.0,52.0,440,436,318
2026-06-09,B,CNC-02,STW,480.0,110.8,369.2,0.0,52.0,407,404,396
2026-06-09,B,CNC-03,STW,480.0,245.1,234.9,0.0,48.0,281,280,291
2026-06-09,B,CNC-04,STW,480.0,97.9,382.1,0.0,48.0,459,457,425
2026-06-09,B,GRIND-01,STW,480.0,109.8,370.2,0.0,76.0,282,279,267
2026-06-09,C,CNC-01,STW,480.0,105.1,374.9,0.0,52.0,409,407,297
2026-06-09,C,CNC-02,STW,480.0,113.5,366.5,0.0,52.0,409,407,396
2026-06-09,C,CNC-03,STW,480.0,339.9,140.1,0.0,48.0,169,169,164
2026-06-09,C,CNC-04,STW,480.0,103.9,376.1,0.0,48.0,448,445,449
2026-06-09,C,GRIND-01,STW,480.0,109.4,370.6,0.0,76.0,275,272,256
2026-06-09,A,ASSY-01,VLD,480.0,84.1,395.9,0.0,31.0,723,709,681
2026-06-09,A,ASSY-02,VLD,480.0,79.8,400.2,0.0,31.0,725,716,730
2026-06-09,A,LEAK-01,VLD,480.0,72.9,407.1,0.0,22.0,1107,1078,1116
2026-06-09,A,PACK-01,VLD,480.0,107.5,372.5,0.0,9.5,2265,2240,2126
2026-06-09,B,ASSY-01,VLD,480.0,81.6,398.4,0.0,31.0,744,738,678
2026-06-09,B,ASSY-02,VLD,395.2,47.7,347.5,84.8,31.0,615,597,566
2026-06-09,B,LEAK-01,VLD,480.0,53.3,426.7,0.0,22.0,1126,1102,1036
2026-06-09,B,PACK-01,VLD,420.4,47.8,372.6,59.6,9.5,2288,2076,2158
2026-06-10,A,PRESS-01,BRM,480.0,196.8,283.2,0.0,4.2,3873,3806,3592
2026-06-10,A,PRESS-02,BRM,480.0,197.2,282.8,0.0,3.1,5186,5084,5091
2026-06-10,A,PRESS-03,BRM,480.0,71.7,408.3,0.0,2.4,9957,9862,9108
2026-06-10,A,WELD-01,BRM,480.0,49.5,430.5,0.0,18.5,1139,1120,1123
2026-06-10,A,WELD-02,BRM,480.0,46.2,433.8,0.0,18.5,1380,1371,1270
2026-06-10,B,PRESS-01,BRM,480.0,198.0,282.0,0.0,4.2,3802,3700,3716
2026-06-10,B,PRESS-02,BRM,480.0,236.5,243.5,0.0,3.1,4508,4401,4413
2026-06-10,B,PRESS-03,BRM,480.0,87.1,392.9,0.0,2.4,9415,9292,9181
2026-06-10,B,WELD-01,BRM,480.0,52.8,427.2,0.0,18.5,1229,1198,1184
2026-06-10,B,WELD-02,BRM,480.0,72.4,407.6,0.0,18.5,1300,1293,1192
2026-06-10,C,PRESS-01,BRM,480.0,261.8,218.2,0.0,4.2,2981,2892,2863
2026-06-10,C,PRESS-02,BRM,480.0,311.5,168.5,0.0,3.1,3093,3024,2996
2026-06-10,C,PRESS-03,BRM,480.0,124.2,355.8,0.0,2.4,8379,8274,7953
2026-06-10,C,WELD-01,BRM,480.0,69.6,410.4,0.0,18.5,1139,1121,1072
2026-06-10,C,WELD-02,BRM,480.0,106.2,373.8,0.0,18.5,1151,1137,1066
2026-06-10,A,CNC-01,STW,480.0,109.9,370.1,0.0,52.0,421,419,311
2026-06-10,A,CNC-02,STW,480.0,99.7,380.3,0.0,52.0,420,416,390
2026-06-10,A,CNC-03,STW,480.0,250.0,230.0,0.0,48.0,277,274,267
2026-06-10,A,CNC-04,STW,480.0,52.0,428.0,0.0,48.0,531,529,531
2026-06-10,A,GRIND-01,STW,480.0,152.1,327.9,0.0,76.0,254,252,254
2026-06-10,B,CNC-01,STW,480.0,69.0,411.0,0.0,52.0,464,464,326
2026-06-10,B,CNC-02,STW,480.0,115.0,365.0,0.0,52.0,408,402,399
2026-06-10,B,CNC-03,STW,480.0,324.6,155.4,0.0,48.0,189,187,184
2026-06-10,B,CNC-04,STW,480.0,81.4,398.6,0.0,48.0,491,483,470
2026-06-10,B,GRIND-01,STW,480.0,151.6,328.4,0.0,76.0,255,253,256
2026-06-10,C,CNC-01,STW,480.0,83.4,396.6,0.0,52.0,436,434,311
2026-06-10,C,CNC-02,STW,480.0,110.7,369.3,0.0,52.0,403,399,373
2026-06-10,C,CNC-03,STW,480.0,288.3,191.7,0.0,48.0,232,228,240
2026-06-10,C,CNC-04,STW,480.0,89.5,390.5,0.0,48.0,477,474,440
2026-06-10,C,GRIND-01,STW,480.0,178.1,301.9,0.0,76.0,226,224,225
2026-06-10,A,ASSY-01,VLD,480.0,73.2,406.8,0.0,31.0,759,749,754
2026-06-10,A,ASSY-02,VLD,480.0,123.8,356.2,0.0,31.0,644,637,631
2026-06-10,A,LEAK-01,VLD,480.0,96.8,383.2,0.0,22.0,1021,1001,1003
2026-06-10,A,PACK-01,VLD,462.8,99.7,363.0,17.2,9.5,2231,2028,2171
2026-06-10,B,ASSY-01,VLD,440.9,47.8,393.1,39.1,31.0,724,704,696
2026-06-10,B,ASSY-02,VLD,438.0,34.1,403.9,42.0,31.0,720,708,673
2026-06-10,B,LEAK-01,VLD,480.0,101.1,378.9,0.0,22.0,1021,1004,975
2026-06-10,B,PACK-01,VLD,480.0,78.2,401.8,0.0,9.5,2499,2478,2360
2026-06-11,A,PRESS-01,BRM,480.0,195.1,284.9,0.0,4.2,3874,3811,3740
2026-06-11,A,PRESS-02,BRM,480.0,215.6,264.4,0.0,3.1,4918,4813,4678
2026-06-11,A,PRESS-03,BRM,480.0,77.7,402.3,0.0,2.4,9751,9568,9501
2026-06-11,A,WELD-01,BRM,480.0,46.8,433.2,0.0,18.5,1222,1195,1216
2026-06-11,A,WELD-02,BRM,480.0,75.0,405.0,0.0,18.5,1303,1292,1301
2026-06-11,B,PRESS-01,BRM,480.0,122.2,357.8,0.0,4.2,4845,4768,4444
2026-06-11,B,PRESS-02,BRM,480.0,170.8,309.2,0.0,3.1,5730,5684,5760
2026-06-11,B,PRESS-03,BRM,480.0,76.8,403.2,0.0,2.4,9898,9844,9456
2026-06-11,B,WELD-01,BRM,480.0,27.8,452.2,0.0,18.5,1265,1236,1200
2026-06-11,B,WELD-02,BRM,480.0,65.2,414.8,0.0,18.5,1299,1274,1292
2026-06-11,C,PRESS-01,BRM,480.0,266.1,213.9,0.0,4.2,2865,2816,2762
2026-06-11,C,PRESS-02,BRM,480.0,257.4,222.6,0.0,3.1,4036,3982,3893
2026-06-11,C,PRESS-03,BRM,480.0,123.5,356.5,0.0,2.4,8638,8566,8630
2026-06-11,C,WELD-01,BRM,480.0,50.9,429.1,0.0,18.5,1203,1185,1181
2026-06-11,C,WELD-02,BRM,480.0,108.8,371.2,0.0,18.5,1141,1125,1133
2026-06-11,A,CNC-01,STW,480.0,100.5,379.5,0.0,52.0,423,418,316
2026-06-11,A,CNC-02,STW,480.0,114.9,365.1,0.0,52.0,399,394,381
2026-06-11,A,CNC-03,STW,480.0,341.7,138.3,0.0,48.0,169,167,166
2026-06-11,A,CNC-04,STW,480.0,76.2,403.8,0.0,48.0,499,497,485
2026-06-11,A,GRIND-01,STW,480.0,91.3,388.7,0.0,76.0,299,295,273
2026-06-11,B,CNC-01,STW,480.0,105.2,374.8,0.0,52.0,428,424,295
2026-06-11,B,CNC-02,STW,480.0,98.1,381.9,0.0,52.0,425,420,405
2026-06-11,B,CNC-03,STW,480.0,319.7,160.3,0.0,48.0,194,192,201
2026-06-11,B,CNC-04,STW,480.0,60.5,419.5,0.0,48.0,518,515,505
2026-06-11,B,GRIND-01,STW,480.0,178.8,301.2,0.0,76.0,228,224,218
2026-06-11,C,CNC-01,STW,480.0,98.5,381.5,0.0,52.0,427,422,307
2026-06-11,C,CNC-02,STW,480.0,144.4,335.6,0.0,52.0,371,368,356
2026-06-11,C,CNC-03,STW,480.0,329.2,150.8,0.0,48.0,181,179,184
2026-06-11,C,CNC-04,STW,480.0,99.2,380.8,0.0,48.0,464,461,424
2026-06-11,C,GRIND-01,STW,480.0,99.1,380.9,0.0,76.0,294,289,275
2026-06-11,A,ASSY-01,VLD,480.0,129.0,351.0,0.0,31.0,647,637,620
2026-06-11,A,ASSY-02,VLD,480.0,130.4,349.6,0.0,31.0,634,625,600
2026-06-11,A,LEAK-01,VLD,480.0,102.3,377.7,0.0,22.0,994,976,991
2026-06-11,A,PACK-01,VLD,448.7,80.8,367.9,31.3,9.5,2246,2050,2183
2026-06-11,B,ASSY-01,VLD,444.5,58.6,385.8,35.5,31.0,712,700,652
2026-06-11,B,ASSY-02,VLD,435.2,88.9,346.3,44.8,31.0,624,606,610
2026-06-11,B,LEAK-01,VLD,480.0,83.9,396.1,0.0,22.0,1032,1002,979
2026-06-11,B,PACK-01,VLD,464.8,78.6,386.2,15.2,9.5,2354,2130,2316
2026-06-12,A,PRESS-01,BRM,480.0,121.1,358.9,0.0,4.2,4823,4710,4795
2026-06-12,A,PRESS-02,BRM,480.0,197.8,282.2,0.0,3.1,5255,5135,5277
2026-06-12,A,PRESS-03,BRM,480.0,66.6,413.4,0.0,2.4,10117,10005,9989
2026-06-12,A,WELD-01,BRM,480.0,46.1,433.9,0.0,18.5,1257,1242,1181
2026-06-12,A,WELD-02,BRM,480.0,69.9,410.1,0.0,18.5,1314,1299,1325
2026-06-12,B,PRESS-01,BRM,480.0,156.2,323.8,0.0,4.2,4418,4336,4158
2026-06-12,B,PRESS-02,BRM,480.0,208.2,271.8,0.0,3.1,5025,4966,4825
2026-06-12,B,PRESS-03,BRM,480.0,70.6,409.4,0.0,2.4,9983,9866,9656
2026-06-12,B,WELD-01,BRM,480.0,57.8,422.2,0.0,18.5,1150,1125,1090
2026-06-12,B,WELD-02,BRM,480.0,86.9,393.1,0.0,18.5,1254,1251,1246
2026-06-12,C,PRESS-01,BRM,480.0,166.5,313.5,0.0,4.2,4159,4074,4005
2026-06-12,C,PRESS-02,BRM,480.0,330.4,149.6,0.0,3.1,2750,2689,2551
2026-06-12,C,PRESS-03,BRM,480.0,106.4,373.6,0.0,2.4,8969,8886,8320
2026-06-12,C,WELD-01,BRM,480.0,50.2,429.8,0.0,18.5,1152,1140,1101
2026-06-12,C,WELD-02,BRM,480.0,107.3,372.7,0.0,18.5,1163,1148,1136
2026-06-12,A,CNC-01,STW,480.0,75.4,404.6,0.0,52.0,461,454,327
2026-06-12,A,CNC-02,STW,480.0,120.3,359.7,0.0,52.0,399,394,392
2026-06-12,A,CNC-03,STW,480.0,230.7,249.3,0.0,48.0,304,304,299
2026-06-12,A,CNC-04,STW,480.0,105.5,374.5,0.0,48.0,454,452,457
2026-06-12,A,GRIND-01,STW,480.0,82.6,397.4,0.0,76.0,303,299,280
2026-06-12,B,CNC-01,STW,480.0,84.2,395.8,0.0,52.0,442,441,315
2026-06-12,B,CNC-02,STW,480.0,136.8,343.2,0.0,52.0,388,385,358
2026-06-12,B,CNC-03,STW,480.0,299.0,181.0,0.0,48.0,221,219,221
2026-06-12,B,CNC-04,STW,480.0,102.9,377.1,0.0,48.0,470,466,453
2026-06-12,B,GRIND-01,STW,480.0,151.0,329.0,0.0,76.0,243,239,234
2026-06-12,C,CNC-01,STW,480.0,83.1,396.9,0.0,52.0,433,431,306
2026-06-12,C,CNC-02,STW,480.0,174.8,305.2,0.0,52.0,344,341,318
2026-06-12,C,CNC-03,STW,480.0,289.2,190.8,0.0,48.0,228,226,223
2026-06-12,C,CNC-04,STW,480.0,85.6,394.4,0.0,48.0,483,479,462
2026-06-12,C,GRIND-01,STW,480.0,117.4,362.6,0.0,76.0,273,271,250
2026-06-12,A,ASSY-01,VLD,451.2,80.3,371.0,28.8,31.0,695,682,645
2026-06-12,A,ASSY-02,VLD,443.5,63.1,380.3,36.5,31.0,679,660,641
2026-06-12,A,LEAK-01,VLD,462.5,47.5,415.0,17.5,22.0,1103,1080,1076
2026-06-12,A,PACK-01,VLD,456.4,94.7,361.7,23.6,9.5,2237,2025,2094
2026-06-12,B,ASSY-01,VLD,480.0,98.9,381.1,0.0,31.0,719,710,665
2026-06-12,B,ASSY-02,VLD,480.0,134.0,346.0,0.0,31.0,610,601,558
2026-06-12,B,LEAK-01,VLD,480.0,97.8,382.2,0.0,22.0,1001,986,918
2026-06-12,B,PACK-01,VLD,480.0,87.0,393.0,0.0,9.5,2426,2385,2297
2026-06-13,A,PRESS-01,BRM,480.0,133.9,346.1,0.0,4.2,4725,4608,4617
2026-06-13,A,PRESS-02,BRM,480.0,304.1,175.9,0.0,3.1,3281,3209,3116
2026-06-13,A,PRESS-03,BRM,480.0,74.6,405.4,0.0,2.4,9922,9771,9392
2026-06-13,A,WELD-01,BRM,480.0,57.1,422.9,0.0,18.5,1170,1147,1080
2026-06-13,A,WELD-02,BRM,480.0,71.2,408.8,0.0,18.5,1296,1279,1256
2026-06-13,A,CNC-01,STW,480.0,93.5,386.5,0.0,52.0,438,434,296
2026-06-13,A,CNC-02,STW,480.0,101.7,378.3,0.0,52.0,415,412,386
2026-06-13,A,CNC-03,STW,480.0,460.0,20.0,0.0,48.0,24,24,23
2026-06-13,A,CNC-04,STW,480.0,78.7,401.3,0.0,48.0,482,480,454
2026-06-13,A,GRIND-01,STW,480.0,132.8,347.2,0.0,76.0,272,268,269
2026-06-15,A,PRESS-01,BRM,480.0,193.8,286.2,0.0,4.2,3826,3755,3617
2026-06-15,A,PRESS-02,BRM,480.0,299.1,180.9,0.0,3.1,3352,3245,3164
2026-06-15,A,PRESS-03,BRM,480.0,123.1,356.9,0.0,2.4,8374,8290,7916
2026-06-15,A,WELD-01,BRM,480.0,53.7,426.3,0.0,18.5,1170,1147,1096
2026-06-15,A,WELD-02,BRM,480.0,56.2,423.8,0.0,18.5,1343,1332,1276
2026-06-15,B,PRESS-01,BRM,480.0,137.5,342.5,0.0,4.2,4547,4485,4295
2026-06-15,B,PRESS-02,BRM,480.0,195.9,284.1,0.0,3.1,5264,5164,4921
2026-06-15,B,PRESS-03,BRM,480.0,84.1,395.9,0.0,2.4,9816,9691,9062
2026-06-15,B,WELD-01,BRM,480.0,57.0,423.0,0.0,18.5,1172,1157,1144
2026-06-15,B,WELD-02,BRM,480.0,91.8,388.2,0.0,18.5,1226,1216,1226
2026-06-15,C,PRESS-01,BRM,480.0,267.7,212.3,0.0,4.2,2840,2787,2813
2026-06-15,C,PRESS-02,BRM,480.0,351.1,128.9,0.0,3.1,2337,2272,2206
2026-06-15,C,PRESS-03,BRM,480.0,142.5,337.5,0.0,2.4,7921,7767,7337
2026-06-15,C,WELD-01,BRM,480.0,60.3,419.7,0.0,18.5,1190,1173,1199
2026-06-15,C,WELD-02,BRM,480.0,82.2,397.8,0.0,18.5,1271,1251,1246
2026-06-15,A,CNC-01,STW,480.0,101.8,378.2,0.0,52.0,427,423,301
2026-06-15,A,CNC-02,STW,480.0,102.6,377.4,0.0,52.0,422,416,410
2026-06-15,A,CNC-03,STW,480.0,379.5,100.5,0.0,48.0,118,117,119
2026-06-15,A,CNC-04,STW,480.0,105.5,374.5,0.0,48.0,457,455,418
2026-06-15,A,GRIND-01,STW,480.0,143.1,336.9,0.0,76.0,261,258,259
2026-06-15,B,CNC-01,STW,480.0,82.2,397.8,0.0,52.0,450,446,335
2026-06-15,B,CNC-02,STW,480.0,88.2,391.8,0.0,52.0,439,434,418
2026-06-15,B,CNC-03,STW,480.0,389.2,90.8,0.0,48.0,110,110,116
2026-06-15,B,CNC-04,STW,480.0,66.6,413.4,0.0,48.0,502,497,463
2026-06-15,B,GRIND-01,STW,480.0,108.6,371.4,0.0,76.0,277,275,276
2026-06-15,C,CNC-01,STW,480.0,86.0,394.0,0.0,52.0,434,430,306
2026-06-15,C,CNC-02,STW,480.0,151.0,329.0,0.0,52.0,368,363,351
2026-06-15,C,CNC-03,STW,480.0,242.3,237.7,0.0,48.0,285,284,278
2026-06-15,C,CNC-04,STW,480.0,100.8,379.2,0.0,48.0,459,458,453
2026-06-15,C,GRIND-01,STW,480.0,118.3,361.7,0.0,76.0,267,266,249
2026-06-15,A,ASSY-01,VLD,441.3,39.7,401.6,38.7,31.0,728,714,725
2026-06-15,A,ASSY-02,VLD,438.0,93.3,344.7,42.0,31.0,602,583,592
2026-06-15,A,LEAK-01,VLD,480.0,63.1,416.9,0.0,22.0,1101,1082,1062
2026-06-15,A,PACK-01,VLD,480.0,75.0,405.0,0.0,9.5,2491,2446,2323
2026-06-15,B,ASSY-01,VLD,480.0,115.0,365.0,0.0,31.0,675,661,625
2026-06-15,B,ASSY-02,VLD,436.5,73.5,363.0,43.5,31.0,636,622,610
2026-06-15,B,LEAK-01,VLD,480.0,90.7,389.3,0.0,22.0,1020,999,960
2026-06-15,B,PACK-01,VLD,480.0,84.7,395.3,0.0,9.5,2383,2343,2314
2026-06-16,A,PRESS-01,BRM,480.0,168.9,311.1,0.0,4.2,4188,4080,4079
2026-06-16,A,PRESS-02,BRM,480.0,219.9,260.1,0.0,3.1,4894,4808,4909
2026-06-16,A,PRESS-03,BRM,480.0,94.7,385.3,0.0,2.4,9498,9411,8762
2026-06-16,A,WELD-01,BRM,480.0,57.3,422.7,0.0,18.5,1178,1157,1167
2026-06-16,A,WELD-02,BRM,480.0,120.6,359.4,0.0,18.5,1116,1103,1096
2026-06-16,B,PRESS-01,BRM,480.0,197.3,282.7,0.0,4.2,3858,3776,3804
2026-06-16,B,PRESS-02,BRM,480.0,213.1,266.9,0.0,3.1,4881,4758,4914
2026-06-16,B,PRESS-03,BRM,480.0,94.1,385.9,0.0,2.4,9176,9115,8484
2026-06-16,B,WELD-01,BRM,480.0,53.2,426.8,0.0,18.5,1254,1236,1147
2026-06-16,B,WELD-02,BRM,480.0,71.8,408.2,0.0,18.5,1307,1301,1209
2026-06-16,C,PRESS-01,BRM,480.0,248.6,231.4,0.0,4.2,3100,3052,2971
2026-06-16,C,PRESS-02,BRM,480.0,252.0,228.0,0.0,3.1,4212,4069,4172
2026-06-16,C,PRESS-03,BRM,480.0,102.1,377.9,0.0,2.4,9022,8959,8460
2026-06-16,C,WELD-01,BRM,480.0,53.9,426.1,0.0,18.5,1167,1149,1123
2026-06-16,C,WELD-02,BRM,480.0,88.6,391.4,0.0,18.5,1221,1206,1129
2026-06-16,A,CNC-01,STW,480.0,105.0,375.0,0.0,52.0,420,419,307
2026-06-16,A,CNC-02,STW,480.0,82.3,397.7,0.0,52.0,443,443,418
2026-06-16,A,CNC-03,STW,480.0,217.3,262.7,0.0,48.0,322,321,325
2026-06-16,A,CNC-04,STW,480.0,71.8,408.2,0.0,48.0,500,494,485
2026-06-16,A,GRIND-01,STW,480.0,151.2,328.8,0.0,76.0,250,246,234
2026-06-16,B,CNC-01,STW,480.0,71.6,408.4,0.0,52.0,464,458,325
2026-06-16,B,CNC-02,STW,480.0,98.3,381.7,0.0,52.0,419,417,415
2026-06-16,B,CNC-03,STW,480.0,219.5,260.5,0.0,48.0,324,321,319
2026-06-16,B,CNC-04,STW,480.0,73.2,406.8,0.0,48.0,508,501,465
2026-06-16,B,GRIND-01,STW,480.0,149.8,330.2,0.0,76.0,248,244,226
2026-06-16,C,CNC-01,STW,480.0,92.3,387.7,0.0,52.0,431,429,312
2026-06-16,C,CNC-02,STW,480.0,132.9,347.1,0.0,52.0,387,383,366
2026-06-16,C,CNC-03,STW,480.0,426.5,53.5,0.0,48.0,64,64,66
2026-06-16,C,CNC-04,STW,480.0,89.3,390.7,0.0,48.0,475,471,447
2026-06-16,C,GRIND-01,STW,480.0,131.5,348.5,0.0,76.0,260,259,247
2026-06-16,A,ASSY-01,VLD,480.0,79.9,400.1,0.0,31.0,731,721,727
2026-06-16,A,ASSY-02,VLD,480.0,83.1,396.9,0.0,31.0,703,694,689
2026-06-16,A,LEAK-01,VLD,480.0,74.2,405.8,0.0,22.0,1051,1033,970
2026-06-16,A,PACK-01,VLD,440.4,70.1,370.2,39.6,9.5,2251,2059,2186
2026-06-16,B,ASSY-01,VLD,480.0,97.8,382.2,0.0,31.0,702,691,670
2026-06-16,B,ASSY-02,VLD,480.0,133.6,346.4,0.0,31.0,610,606,609
2026-06-16,B,LEAK-01,VLD,480.0,111.2,368.8,0.0,22.0,991,974,984
2026-06-16,B,PACK-01,VLD,480.0,102.3,377.7,0.0,9.5,2307,2254,2324
2026-06-17,A,PRESS-01,BRM,480.0,171.1,308.9,0.0,4.2,4219,4142,4097
2026-06-17,A,PRESS-02,BRM,480.0,228.3,251.7,0.0,3.1,4732,4606,4515
2026-06-17,A,PRESS-03,BRM,480.0,104.8,375.2,0.0,2.4,9070,8879,8406
2026-06-17,A,WELD-01,BRM,480.0,48.5,431.5,0.0,18.5,1211,1194,1206
2026-06-17,A,WELD-02,BRM,480.0,90.2,389.8,0.0,18.5,1240,1221,1224
2026-06-17,B,PRESS-01,BRM,480.0,149.0,331.0,0.0,4.2,4393,4277,4382
2026-06-17,B,PRESS-02,BRM,480.0,172.6,307.4,0.0,3.1,5600,5512,5581
2026-06-17,B,PRESS-03,BRM,480.0,74.6,405.4,0.0,2.4,9644,9606,9225
2026-06-17,B,WELD-01,BRM,480.0,55.3,424.7,0.0,18.5,1182,1162,1093
2026-06-17,B,WELD-02,BRM,480.0,52.9,427.1,0.0,18.5,1337,1323,1323
2026-06-17,C,PRESS-01,BRM,480.0,281.6,198.4,0.0,4.2,2698,2647,2617
2026-06-17,C,PRESS-02,BRM,480.0,272.1,207.9,0.0,3.1,3724,3620,3634
2026-06-17,C,PRESS-03,BRM,480.0,105.1,374.9,0.0,2.4,8936,8773,8988
2026-06-17,C,WELD-01,BRM,480.0,84.6,395.4,0.0,18.5,1116,1097,1065
2026-06-17,C,WELD-02,BRM,480.0,122.2,357.8,0.0,18.5,1110,1099,1071
2026-06-17,A,CNC-01,STW,480.0,86.2,393.8,0.0,52.0,449,445,321
2026-06-17,A,CNC-02,STW,480.0,132.2,347.8,0.0,52.0,382,379,380
2026-06-17,A,CNC-03,STW,480.0,179.7,300.3,0.0,48.0,365,363,372
2026-06-17,A,CNC-04,STW,480.0,88.1,391.9,0.0,48.0,474,470,432
2026-06-17,A,GRIND-01,STW,480.0,151.5,328.5,0.0,76.0,249,245,234
2026-06-17,B,CNC-01,STW,480.0,76.9,403.1,0.0,52.0,452,447,310
2026-06-17,B,CNC-02,STW,480.0,99.7,380.3,0.0,52.0,430,424,394
2026-06-17,B,CNC-03,STW,480.0,460.0,20.0,0.0,48.0,24,24,24
2026-06-17,B,CNC-04,STW,480.0,94.0,386.0,0.0,48.0,479,474,471
2026-06-17,B,GRIND-01,STW,480.0,150.7,329.3,0.0,76.0,249,246,245
2026-06-17,C,CNC-01,STW,480.0,120.2,359.8,0.0,52.0,395,391,285
2026-06-17,C,CNC-02,STW,480.0,127.6,352.4,0.0,52.0,386,385,370
2026-06-17,C,CNC-03,STW,480.0,322.1,157.9,0.0,48.0,192,191,203
2026-06-17,C,CNC-04,STW,480.0,89.9,390.1,0.0,48.0,464,459,447
2026-06-17,C,GRIND-01,STW,480.0,177.1,302.9,0.0,76.0,224,222,225
2026-06-17,A,ASSY-01,VLD,395.6,34.4,361.2,84.4,31.0,671,659,629
2026-06-17,A,ASSY-02,VLD,480.0,119.1,360.9,0.0,31.0,646,635,592
2026-06-17,A,LEAK-01,VLD,480.0,107.8,372.2,0.0,22.0,990,968,983
2026-06-17,A,PACK-01,VLD,443.9,30.7,413.2,36.1,9.5,2504,2255,2313
2026-06-17,B,ASSY-01,VLD,402.5,15.9,386.7,77.5,31.0,723,706,673
2026-06-17,B,ASSY-02,VLD,480.0,120.5,359.5,0.0,31.0,620,609,610
2026-06-17,B,LEAK-01,VLD,459.8,60.9,398.9,20.2,22.0,1035,1004,981
2026-06-17,B,PACK-01,VLD,463.6,82.0,381.6,16.4,9.5,2322,2105,2261
2026-06-18,A,PRESS-01,BRM,480.0,149.2,330.8,0.0,4.2,4399,4302,4246
2026-06-18,A,PRESS-02,BRM,480.0,217.1,262.9,0.0,3.1,4826,4721,4764
2026-06-18,A,PRESS-03,BRM,480.0,117.8,362.2,0.0,2.4,8454,8397,8247
2026-06-18,A,WELD-01,BRM,480.0,29.8,450.2,0.0,18.5,1325,1309,1272
2026-06-18,A,WELD-02,BRM,480.0,53.5,426.5,0.0,18.5,1353,1343,1308
2026-06-18,B,PRESS-01,BRM,480.0,155.1,324.9,0.0,4.2,4442,4358,4463
2026-06-18,B,PRESS-02,BRM,480.0,163.8,316.2,0.0,3.1,5800,5678,5535
2026-06-18,B,PRESS-03,BRM,480.0,105.4,374.6,0.0,2.4,9087,8904,8975
2026-06-18,B,WELD-01,BRM,480.0,39.6,440.4,0.0,18.5,1183,1162,1126
2026-06-18,B,WELD-02,BRM,480.0,61.5,418.5,0.0,18.5,1316,1302,1321
2026-06-18,C,PRESS-01,BRM,480.0,189.5,290.5,0.0,4.2,3908,3819,3605
2026-06-18,C,PRESS-02,BRM,480.0,284.9,195.1,0.0,3.1,3679,3616,3708
2026-06-18,C,PRESS-03,BRM,480.0,129.1,350.9,0.0,2.4,8289,8123,8024
2026-06-18,C,WELD-01,BRM,480.0,64.3,415.7,0.0,18.5,1133,1113,1050
2026-06-18,C,WELD-02,BRM,480.0,110.9,369.1,0.0,18.5,1161,1148,1101
2026-06-18,A,CNC-01,STW,480.0,115.3,364.7,0.0,52.0,418,413,309
2026-06-18,A,CNC-02,STW,480.0,110.3,369.7,0.0,52.0,412,405,377
2026-06-18,A,CNC-03,STW,480.0,205.7,274.3,0.0,48.0,328,323,344
2026-06-18,A,CNC-04,STW,480.0,65.4,414.6,0.0,48.0,492,489,493
2026-06-18,A,GRIND-01,STW,480.0,146.9,333.1,0.0,76.0,257,253,259
2026-06-18,B,CNC-01,STW,480.0,101.1,378.9,0.0,52.0,422,420,309
2026-06-18,B,CNC-02,STW,480.0,94.1,385.9,0.0,52.0,432,432,435
2026-06-18,B,CNC-03,STW,480.0,240.6,239.4,0.0,48.0,294,292,287
2026-06-18,B,CNC-04,STW,480.0,102.7,377.3,0.0,48.0,456,449,417
2026-06-18,B,GRIND-01,STW,480.0,99.6,380.4,0.0,76.0,288,285,288
2026-06-18,C,CNC-01,STW,480.0,107.0,373.0,0.0,52.0,421,420,307
