event_id,event_date,shift,machine_id,plant_id,reason_code,duration_min
EV-021934,2026-07-20,C,WELD-01,BRM,JAM,2.5
EV-021935,2026-07-20,C,WELD-01,BRM,CHIP-CLR,4.1
EV-021936,2026-07-20,C,WELD-01,BRM,SENSOR,4.2
EV-021937,2026-07-20,C,WELD-01,BRM,JAM,1.4
EV-021938,2026-07-20,C,WELD-01,BRM,SENSOR,3.6
EV-021939,2026-07-20,C,WELD-01,BRM,CHIP-CLR,0.7
EV-021940,2026-07-20,C,WELD-01,BRM,MINOR-ADJ,0.5
EV-021941,2026-07-20,C,WELD-01,BRM,SENSOR,1.4
EV-021942,2026-07-20,C,WELD-01,BRM,JAM,4.3
EV-021943,2026-07-20,C,WELD-01,BRM,MISFEED,2.6
EV-021944,2026-07-20,C,WELD-01,BRM,CHIP-CLR,4.2
EV-021945,2026-07-20,C,WELD-01,BRM,JAM,3.3
EV-021946,2026-07-20,C,WELD-01,BRM,JAM,2.8
EV-021947,2026-07-20,C,WELD-01,BRM,JAM,3.7
EV-021948,2026-07-20,C,WELD-02,BRM,ADJ-TOOL,14.8
EV-021949,2026-07-20,C,WELD-02,BRM,PM-PLAN,72.0
EV-021950,2026-07-20,C,WELD-02,BRM,BLOCK,20.3
EV-021951,2026-07-20,C,WELD-02,BRM,SENSOR,2.8
EV-021952,2026-07-20,C,WELD-02,BRM,MINOR-ADJ,1.7
EV-021953,2026-07-20,A,CNC-01,STW,BRK-TOOL,16.1
EV-021954,2026-07-20,A,CNC-01,STW,BRK-MECH,25.5
EV-021955,2026-07-20,A,CNC-01,STW,BRK-TOOL,57.0
EV-021956,2026-07-20,A,CNC-02,STW,CLEAN,13.1
EV-021957,2026-07-20,A,CNC-02,STW,NO-OP,35.4
EV-021958,2026-07-20,A,CNC-02,STW,NO-OP,16.5
EV-021959,2026-07-20,A,CNC-02,STW,BRK-MECH,54.7
EV-021960,2026-07-20,A,CNC-02,STW,BRK-ELEC,15.5
EV-021961,2026-07-20,A,CNC-03,STW,STARVE,138.4
EV-021962,2026-07-20,A,CNC-03,STW,STARVE,103.0
EV-021963,2026-07-20,A,CNC-03,STW,STARVE,92.0
EV-021964,2026-07-20,A,CNC-03,STW,STARVE,93.3
EV-021965,2026-07-20,A,CNC-04,STW,CHG-OVER,22.4
EV-021966,2026-07-20,A,CNC-04,STW,BRK-ELEC,21.7
EV-021967,2026-07-20,A,CNC-04,STW,BRK-HYD,54.5
EV-021968,2026-07-20,A,GRIND-01,STW,ADJ-TOOL,14.8
EV-021969,2026-07-20,A,GRIND-01,STW,BLOCK,54.8
EV-021970,2026-07-20,A,GRIND-01,STW,BRK-MECH,29.7
EV-021971,2026-07-20,B,CNC-01,STW,BLOCK,15.0
EV-021972,2026-07-20,B,CNC-01,STW,BRK-MECH,51.1
EV-021973,2026-07-20,B,CNC-02,STW,ADJ-TOOL,13.5
EV-021974,2026-07-20,B,CNC-02,STW,BLOCK,28.5
EV-021975,2026-07-20,B,CNC-02,STW,BRK-ELEC,33.1
EV-021976,2026-07-20,B,CNC-02,STW,BRK-TOOL,27.2
EV-021977,2026-07-20,B,CNC-03,STW,STARVE,105.0
EV-021978,2026-07-20,B,CNC-03,STW,CHG-OVER,32.9
EV-021979,2026-07-20,B,CNC-03,STW,CHG-OVER,21.3
EV-021980,2026-07-20,B,CNC-03,STW,NO-OP,39.1
EV-021981,2026-07-20,B,CNC-03,STW,NO-OP,29.5
EV-021982,2026-07-20,B,CNC-03,STW,STARVE,44.4
EV-021983,2026-07-20,B,CNC-03,STW,NO-OP,38.0
EV-021984,2026-07-20,B,CNC-03,STW,SENSOR,4.5
EV-021985,2026-07-20,B,CNC-03,STW,JAM,4.2
EV-021986,2026-07-20,B,CNC-04,STW,CHG-OVER,25.2
EV-021987,2026-07-20,B,CNC-04,STW,BRK-HYD,37.4
EV-021988,2026-07-20,B,CNC-04,STW,SENSOR,2.3
EV-021989,2026-07-20,B,GRIND-01,STW,BRK-TOOL,56.3
EV-021990,2026-07-20,B,GRIND-01,STW,CHG-OVER,49.6
EV-021991,2026-07-20,B,GRIND-01,STW,JAM,4.2
EV-021992,2026-07-20,C,CNC-01,STW,CHG-OVER,31.3
EV-021993,2026-07-20,C,CNC-01,STW,PM-PLAN,47.6
EV-021994,2026-07-20,C,CNC-01,STW,BRK-MECH,32.7
EV-021995,2026-07-20,C,CNC-02,STW,CLEAN,19.7
EV-021996,2026-07-20,C,CNC-02,STW,BRK-TOOL,27.9
EV-021997,2026-07-20,C,CNC-02,STW,BRK-TOOL,49.0
EV-021998,2026-07-20,C,CNC-02,STW,BRK-ELEC,17.5
EV-021999,2026-07-20,C,CNC-02,STW,JAM,1.4
EV-022000,2026-07-20,C,CNC-03,STW,BRK-MECH,79.4
EV-022001,2026-07-20,C,CNC-03,STW,STARVE,125.1
EV-022002,2026-07-20,C,CNC-03,STW,STARVE,114.4
EV-022003,2026-07-20,C,CNC-03,STW,PM-PLAN,37.3
EV-022004,2026-07-20,C,CNC-03,STW,MINOR-ADJ,1.8
EV-022005,2026-07-20,C,CNC-04,STW,CHG-OVER,25.8
EV-022006,2026-07-20,C,CNC-04,STW,BRK-HYD,38.7
EV-022007,2026-07-20,C,CNC-04,STW,BRK-MECH,30.7
EV-022008,2026-07-20,C,CNC-04,STW,NO-OP,18.7
EV-022009,2026-07-20,C,CNC-04,STW,JAM,2.7
EV-022010,2026-07-20,C,GRIND-01,STW,CHG-OVER,51.2
EV-022011,2026-07-20,C,GRIND-01,STW,QA-CHECK,12.6
EV-022012,2026-07-20,C,GRIND-01,STW,BRK-MECH,61.1
EV-022013,2026-07-20,A,ASSY-01,VLD,CHG-OVER,42.2
EV-022014,2026-07-20,A,ASSY-01,VLD,CHG-OVER,33.7
EV-022015,2026-07-20,A,ASSY-01,VLD,CLEAN,10.8
EV-022016,2026-07-20,A,ASSY-01,VLD,BRK-HYD,35.0
EV-022017,2026-07-20,A,ASSY-01,VLD,JAM,0.9
EV-022018,2026-07-20,A,ASSY-01,VLD,MINOR-ADJ,4.1
EV-022019,2026-07-20,A,ASSY-01,VLD,JAM,3.1
EV-022020,2026-07-20,A,ASSY-01,VLD,MINOR-ADJ,3.3
EV-022021,2026-07-20,A,ASSY-02,VLD,BLOCK,29.9
EV-022022,2026-07-20,A,ASSY-02,VLD,BLOCK,49.3
EV-022023,2026-07-20,A,ASSY-02,VLD,BLOCK,19.2
EV-022024,2026-07-20,A,ASSY-02,VLD,MISFEED,3.9
EV-022025,2026-07-20,A,ASSY-02,VLD,CHIP-CLR,3.7
EV-022026,2026-07-20,A,ASSY-02,VLD,JAM,1.2
EV-022027,2026-07-20,A,LEAK-01,VLD,BLOCK,38.6
EV-022028,2026-07-20,A,LEAK-01,VLD,BRK-HYD,14.4
EV-022029,2026-07-20,A,LEAK-01,VLD,NO-OP,43.9
EV-022030,2026-07-20,A,LEAK-01,VLD,SENSOR,2.7
EV-022031,2026-07-20,A,PACK-01,VLD,CHG-OVER,22.0
EV-022032,2026-07-20,A,PACK-01,VLD,BRK-MECH,31.0
EV-022033,2026-07-20,A,PACK-01,VLD,NO-OP,24.5
EV-022034,2026-07-20,A,PACK-01,VLD,BRK-TOOL,18.7
EV-022035,2026-07-20,B,ASSY-01,VLD,QA-CHECK,18.5
EV-022036,2026-07-20,B,ASSY-01,VLD,BLOCK,34.6
EV-022037,2026-07-20,B,ASSY-01,VLD,BRK-TOOL,25.0
EV-022038,2026-07-20,B,ASSY-01,VLD,BLOCK,21.4
EV-022039,2026-07-20,B,ASSY-02,VLD,CHG-OVER,31.1
EV-022040,2026-07-20,B,ASSY-02,VLD,CLEAN,18.1
EV-022041,2026-07-20,B,ASSY-02,VLD,BRK-ELEC,43.3
EV-022042,2026-07-20,B,ASSY-02,VLD,BLOCK,24.7
EV-022043,2026-07-20,B,ASSY-02,VLD,JAM,4.2
EV-022044,2026-07-20,B,ASSY-02,VLD,JAM,0.9
EV-022045,2026-07-20,B,LEAK-01,VLD,CLEAN,19.6
EV-022046,2026-07-20,B,LEAK-01,VLD,BRK-TOOL,14.7
EV-022047,2026-07-20,B,LEAK-01,VLD,BRK-MECH,39.4
EV-022048,2026-07-20,B,LEAK-01,VLD,NO-OP,19.0
EV-022049,2026-07-20,B,LEAK-01,VLD,BRK-MECH,14.4
EV-022050,2026-07-20,B,PACK-01,VLD,CHG-OVER,23.8
EV-022051,2026-07-20,B,PACK-01,VLD,CHG-OVER,18.3
EV-022052,2026-07-20,B,PACK-01,VLD,CHG-OVER,25.4
EV-022053,2026-07-20,B,PACK-01,VLD,ADJ-TOOL,13.7
EV-022054,2026-07-20,B,PACK-01,VLD,MINOR-ADJ,4.0
EV-022055,2026-07-21,A,PRESS-01,BRM,BRK-MECH,13.3
EV-022056,2026-07-21,A,PRESS-01,BRM,PM-PLAN,76.5
EV-022057,2026-07-21,A,PRESS-01,BRM,QA-CHECK,14.0
EV-022058,2026-07-21,A,PRESS-01,BRM,CLEAN,21.3
EV-022059,2026-07-21,A,PRESS-01,BRM,BRK-MECH,18.8
EV-022060,2026-07-21,A,PRESS-01,BRM,BRK-HYD,49.4
EV-022061,2026-07-21,A,PRESS-02,BRM,CHG-OVER,86.1
EV-022062,2026-07-21,A,PRESS-02,BRM,CHG-OVER,99.3
EV-022063,2026-07-21,A,PRESS-02,BRM,CHG-OVER,96.1
EV-022064,2026-07-21,A,PRESS-02,BRM,QA-CHECK,10.6
EV-022065,2026-07-21,A,PRESS-03,BRM,CHG-OVER,28.9
EV-022066,2026-07-21,A,PRESS-03,BRM,CLEAN,13.6
EV-022067,2026-07-21,A,PRESS-03,BRM,BRK-HYD,31.4
EV-022068,2026-07-21,A,PRESS-03,BRM,BRK-ELEC,17.9
EV-022069,2026-07-21,A,PRESS-03,BRM,SENSOR,4.2
EV-022070,2026-07-21,A,WELD-01,BRM,BLOCK,18.7
EV-022071,2026-07-21,A,WELD-01,BRM,BRK-ELEC,16.4
EV-022072,2026-07-21,A,WELD-01,BRM,CHIP-CLR,4.3
EV-022073,2026-07-21,A,WELD-01,BRM,MINOR-ADJ,3.9
EV-022074,2026-07-21,A,WELD-01,BRM,JAM,4.2
EV-022075,2026-07-21,A,WELD-01,BRM,MINOR-ADJ,0.6
EV-022076,2026-07-21,A,WELD-01,BRM,SENSOR,1.3
EV-022077,2026-07-21,A,WELD-01,BRM,JAM,3.1
EV-022078,2026-07-21,A,WELD-01,BRM,MINOR-ADJ,4.2
EV-022079,2026-07-21,A,WELD-01,BRM,SENSOR,2.9
EV-022080,2026-07-21,A,WELD-01,BRM,SENSOR,3.5
EV-022081,2026-07-21,A,WELD-01,BRM,JAM,1.6
EV-022082,2026-07-21,A,WELD-01,BRM,CHIP-CLR,2.5
EV-022083,2026-07-21,A,WELD-01,BRM,CHIP-CLR,2.6
EV-022084,2026-07-21,A,WELD-01,BRM,SENSOR,4.4
EV-022085,2026-07-21,A,WELD-01,BRM,MINOR-ADJ,1.2
EV-022086,2026-07-21,A,WELD-01,BRM,SENSOR,0.9
EV-022087,2026-07-21,A,WELD-01,BRM,CHIP-CLR,4.3
EV-022088,2026-07-21,A,WELD-01,BRM,CHIP-CLR,2.8
EV-022089,2026-07-21,A,WELD-01,BRM,CHIP-CLR,0.5
EV-022090,2026-07-21,A,WELD-01,BRM,SENSOR,3.5
EV-022091,2026-07-21,A,WELD-01,BRM,CHIP-CLR,0.7
EV-022092,2026-07-21,A,WELD-01,BRM,SENSOR,4.3
EV-022093,2026-07-21,A,WELD-01,BRM,SENSOR,0.6
EV-022094,2026-07-21,A,WELD-01,BRM,SENSOR,2.6
EV-022095,2026-07-21,A,WELD-01,BRM,MISFEED,1.8
EV-022096,2026-07-21,A,WELD-01,BRM,CHIP-CLR,2.4
EV-022097,2026-07-21,A,WELD-02,BRM,PM-PLAN,30.6
EV-022098,2026-07-21,A,WELD-02,BRM,QA-CHECK,12.4
EV-022099,2026-07-21,A,WELD-02,BRM,BRK-MECH,38.4
EV-022100,2026-07-21,A,WELD-02,BRM,CHIP-CLR,2.9
EV-022101,2026-07-21,B,PRESS-01,BRM,CHG-OVER,41.8
EV-022102,2026-07-21,B,PRESS-01,BRM,QA-CHECK,16.0
EV-022103,2026-07-21,B,PRESS-01,BRM,BRK-MECH,30.7
EV-022104,2026-07-21,B,PRESS-01,BRM,BRK-MECH,30.1
EV-022105,2026-07-21,B,PRESS-01,BRM,SENSOR,0.7
EV-022106,2026-07-21,B,PRESS-02,BRM,CHG-OVER,106.1
EV-022107,2026-07-21,B,PRESS-02,BRM,CHG-OVER,94.3
EV-022108,2026-07-21,B,PRESS-02,BRM,CHG-OVER,110.4
EV-022109,2026-07-21,B,PRESS-03,BRM,BRK-ELEC,20.6
EV-022110,2026-07-21,B,PRESS-03,BRM,BLOCK,36.0
EV-022111,2026-07-21,B,PRESS-03,BRM,NO-OP,28.6
EV-022112,2026-07-21,B,WELD-01,BRM,CHG-OVER,20.4
EV-022113,2026-07-21,B,WELD-01,BRM,BLOCK,15.5
EV-022114,2026-07-21,B,WELD-01,BRM,CHIP-CLR,3.3
EV-022115,2026-07-21,B,WELD-01,BRM,MINOR-ADJ,3.7
EV-022116,2026-07-21,B,WELD-01,BRM,MINOR-ADJ,1.7
EV-022117,2026-07-21,B,WELD-01,BRM,JAM,2.8
EV-022118,2026-07-21,B,WELD-01,BRM,MISFEED,3.9
EV-022119,2026-07-21,B,WELD-01,BRM,MISFEED,0.9
EV-022120,2026-07-21,B,WELD-01,BRM,JAM,1.4
EV-022121,2026-07-21,B,WELD-01,BRM,MISFEED,1.6
EV-022122,2026-07-21,B,WELD-01,BRM,MISFEED,1.7
EV-022123,2026-07-21,B,WELD-01,BRM,SENSOR,3.1
EV-022124,2026-07-21,B,WELD-01,BRM,MISFEED,2.9
EV-022125,2026-07-21,B,WELD-01,BRM,MINOR-ADJ,1.3
EV-022126,2026-07-21,B,WELD-01,BRM,SENSOR,2.7
EV-022127,2026-07-21,B,WELD-01,BRM,CHIP-CLR,3.6
EV-022128,2026-07-21,B,WELD-01,BRM,CHIP-CLR,3.7
EV-022129,2026-07-21,B,WELD-01,BRM,JAM,3.4
EV-022130,2026-07-21,B,WELD-02,BRM,BLOCK,14.1
EV-022131,2026-07-21,B,WELD-02,BRM,BRK-TOOL,27.1
EV-022132,2026-07-21,B,WELD-02,BRM,BRK-ELEC,20.3
EV-022133,2026-07-21,B,WELD-02,BRM,MISFEED,3.4
EV-022134,2026-07-21,B,WELD-02,BRM,MINOR-ADJ,0.8
EV-022135,2026-07-21,C,PRESS-01,BRM,BRK-TOOL,41.4
EV-022136,2026-07-21,C,PRESS-01,BRM,NO-OP,131.0
EV-022137,2026-07-21,C,PRESS-01,BRM,CHG-OVER,42.3
EV-022138,2026-07-21,C,PRESS-01,BRM,CHG-OVER,43.0
EV-022139,2026-07-21,C,PRESS-01,BRM,CHG-OVER,53.9
EV-022140,2026-07-21,C,PRESS-02,BRM,CHG-OVER,84.7
EV-022141,2026-07-21,C,PRESS-02,BRM,CHG-OVER,95.2
EV-022142,2026-07-21,C,PRESS-02,BRM,CHG-OVER,100.8
EV-022143,2026-07-21,C,PRESS-02,BRM,BRK-TOOL,59.7
EV-022144,2026-07-21,C,PRESS-03,BRM,BRK-ELEC,35.6
EV-022145,2026-07-21,C,PRESS-03,BRM,CHG-OVER,30.3
EV-022146,2026-07-21,C,PRESS-03,BRM,CHG-OVER,25.3
EV-022147,2026-07-21,C,PRESS-03,BRM,PM-PLAN,76.4
EV-022148,2026-07-21,C,WELD-01,BRM,CHG-OVER,27.8
EV-022149,2026-07-21,C,WELD-01,BRM,NO-OP,49.2
EV-022150,2026-07-21,C,WELD-01,BRM,SENSOR,1.2
EV-022151,2026-07-21,C,WELD-01,BRM,JAM,4.2
EV-022152,2026-07-21,C,WELD-01,BRM,JAM,4.0
EV-022153,2026-07-21,C,WELD-01,BRM,CHIP-CLR,2.7
EV-022154,2026-07-21,C,WELD-01,BRM,SENSOR,4.0
EV-022155,2026-07-21,C,WELD-01,BRM,JAM,1.3
EV-022156,2026-07-21,C,WELD-01,BRM,JAM,3.2
EV-022157,2026-07-21,C,WELD-01,BRM,CHIP-CLR,0.9
EV-022158,2026-07-21,C,WELD-01,BRM,CHIP-CLR,0.8
EV-022159,2026-07-21,C,WELD-01,BRM,MINOR-ADJ,1.5
EV-022160,2026-07-21,C,WELD-01,BRM,SENSOR,1.8
EV-022161,2026-07-21,C,WELD-01,BRM,SENSOR,3.3
EV-022162,2026-07-21,C,WELD-01,BRM,JAM,4.4
EV-022163,2026-07-21,C,WELD-01,BRM,JAM,3.7
EV-022164,2026-07-21,C,WELD-01,BRM,SENSOR,2.5
EV-022165,2026-07-21,C,WELD-01,BRM,JAM,3.5
EV-022166,2026-07-21,C,WELD-02,BRM,BRK-ELEC,72.3
EV-022167,2026-07-21,C,WELD-02,BRM,BLOCK,23.1
EV-022168,2026-07-21,A,CNC-01,STW,PM-PLAN,70.0
EV-022169,2026-07-21,A,CNC-02,STW,BRK-MECH,48.5
EV-022170,2026-07-21,A,CNC-02,STW,BRK-TOOL,16.6
EV-022171,2026-07-21,A,CNC-02,STW,BRK-TOOL,37.7
EV-022172,2026-07-21,A,CNC-02,STW,NO-OP,22.3
EV-022173,2026-07-21,A,CNC-02,STW,MINOR-ADJ,1.4
EV-022174,2026-07-21,A,CNC-02,STW,MINOR-ADJ,4.1
EV-022175,2026-07-21,A,CNC-03,STW,STARVE,110.0
EV-022176,2026-07-21,A,CNC-03,STW,STARVE,71.2
EV-022177,2026-07-21,A,CNC-03,STW,NO-OP,14.9
EV-022178,2026-07-21,A,CNC-03,STW,STARVE,17.2
EV-022179,2026-07-21,A,CNC-03,STW,NO-OP,33.3
EV-022180,2026-07-21,A,CNC-03,STW,STARVE,14.0
EV-022181,2026-07-21,A,CNC-04,STW,BRK-MECH,41.6
EV-022182,2026-07-21,A,CNC-04,STW,NO-OP,32.9
EV-022183,2026-07-21,A,CNC-04,STW,BRK-TOOL,18.5
EV-022184,2026-07-21,A,GRIND-01,STW,CHG-OVER,38.8
EV-022185,2026-07-21,A,GRIND-01,STW,NO-OP,50.4
EV-022186,2026-07-21,A,GRIND-01,STW,BLOCK,54.1
EV-022187,2026-07-21,B,CNC-01,STW,BRK-HYD,20.4
EV-022188,2026-07-21,B,CNC-01,STW,BRK-HYD,40.9
EV-022189,2026-07-21,B,CNC-01,STW,BLOCK,16.2
EV-022190,2026-07-21,B,CNC-01,STW,BRK-TOOL,29.4
EV-022191,2026-07-21,B,CNC-02,STW,CHG-OVER,26.9
EV-022192,2026-07-21,B,CNC-02,STW,ADJ-TOOL,12.5
EV-022193,2026-07-21,B,CNC-02,STW,PM-PLAN,60.9
EV-022194,2026-07-21,B,CNC-02,STW,QA-CHECK,17.0
EV-022195,2026-07-21,B,CNC-03,STW,STARVE,143.2
EV-022196,2026-07-21,B,CNC-03,STW,CLEAN,17.7
EV-022197,2026-07-21,B,CNC-03,STW,NO-OP,29.5
EV-022198,2026-07-21,B,CNC-04,STW,PM-PLAN,45.4
EV-022199,2026-07-21,B,CNC-04,STW,QA-CHECK,9.4
EV-022200,2026-07-21,B,CNC-04,STW,CLEAN,13.1
EV-022201,2026-07-21,B,CNC-04,STW,BRK-ELEC,19.5
EV-022202,2026-07-21,B,GRIND-01,STW,QA-CHECK,11.0
EV-022203,2026-07-21,B,GRIND-01,STW,NO-OP,25.6
EV-022204,2026-07-21,B,GRIND-01,STW,BRK-MECH,38.5
EV-022205,2026-07-21,B,GRIND-01,STW,BLOCK,14.8
EV-022206,2026-07-21,B,GRIND-01,STW,NO-OP,13.5
EV-022207,2026-07-21,B,GRIND-01,STW,MINOR-ADJ,3.2
EV-022208,2026-07-21,B,GRIND-01,STW,MINOR-ADJ,3.9
EV-022209,2026-07-21,C,CNC-01,STW,CHG-OVER,34.7
EV-022210,2026-07-21,C,CNC-01,STW,PM-PLAN,83.2
EV-022211,2026-07-21,C,CNC-01,STW,CLEAN,13.0
EV-022212,2026-07-21,C,CNC-02,STW,CHG-OVER,36.5
EV-022213,2026-07-21,C,CNC-02,STW,CLEAN,15.1
EV-022214,2026-07-21,C,CNC-02,STW,NO-OP,23.2
EV-022215,2026-07-21,C,CNC-02,STW,BRK-ELEC,71.7
EV-022216,2026-07-21,C,CNC-02,STW,CHIP-CLR,1.6
EV-022217,2026-07-21,C,CNC-02,STW,SENSOR,1.0
EV-022218,2026-07-21,C,CNC-03,STW,STARVE,130.0
EV-022219,2026-07-21,C,CNC-03,STW,STARVE,99.0
EV-022220,2026-07-21,C,CNC-03,STW,NO-OP,48.0
EV-022221,2026-07-21,C,CNC-03,STW,SENSOR,4.3
EV-022222,2026-07-21,C,CNC-04,STW,BRK-MECH,51.8
EV-022223,2026-07-21,C,CNC-04,STW,BRK-MECH,29.8
EV-022224,2026-07-21,C,CNC-04,STW,NO-OP,23.8
EV-022225,2026-07-21,C,GRIND-01,STW,BRK-TOOL,74.0
EV-022226,2026-07-21,C,GRIND-01,STW,BLOCK,44.8
EV-022227,2026-07-21,C,GRIND-01,STW,JAM,3.3
EV-022228,2026-07-21,A,ASSY-01,VLD,CHG-OVER,42.7
EV-022229,2026-07-21,A,ASSY-01,VLD,ADJ-TOOL,14.1
EV-022230,2026-07-21,A,ASSY-01,VLD,BRK-HYD,24.3
EV-022231,2026-07-21,A,ASSY-01,VLD,BRK-MECH,38.1
EV-022232,2026-07-21,A,ASSY-01,VLD,MINOR-ADJ,3.2
EV-022233,2026-07-21,A,ASSY-01,VLD,SENSOR,2.9
EV-022234,2026-07-21,A,ASSY-02,VLD,CHG-OVER,32.8
EV-022235,2026-07-21,A,ASSY-02,VLD,BRK-TOOL,53.7
EV-022236,2026-07-21,A,ASSY-02,VLD,BLOCK,14.0
EV-022237,2026-07-21,A,LEAK-01,VLD,BRK-MECH,27.7
EV-022238,2026-07-21,A,LEAK-01,VLD,NO-OP,16.0
EV-022239,2026-07-21,A,LEAK-01,VLD,BRK-HYD,16.2
EV-022240,2026-07-21,A,LEAK-01,VLD,BRK-ELEC,29.2
EV-022241,2026-07-21,A,LEAK-01,VLD,BRK-MECH,17.9
EV-022242,2026-07-21,A,LEAK-01,VLD,JAM,3.7
EV-022243,2026-07-21,A,PACK-01,VLD,BRK-ELEC,70.7
EV-022244,2026-07-21,A,PACK-01,VLD,CHG-OVER,23.8
EV-022245,2026-07-21,A,PACK-01,VLD,ADJ-TOOL,6.6
EV-022246,2026-07-21,B,ASSY-01,VLD,NO-OP,53.4
EV-022247,2026-07-21,B,ASSY-01,VLD,CHG-OVER,35.5
EV-022248,2026-07-21,B,ASSY-01,VLD,BRK-MECH,37.6
EV-022249,2026-07-21,B,ASSY-01,VLD,SENSOR,3.8
EV-022250,2026-07-21,B,ASSY-02,VLD,CHG-OVER,32.3
EV-022251,2026-07-21,B,ASSY-02,VLD,BRK-TOOL,29.2
EV-022252,2026-07-21,B,ASSY-02,VLD,BRK-MECH,33.7
EV-022253,2026-07-21,B,ASSY-02,VLD,BRK-ELEC,14.4
EV-022254,2026-07-21,B,ASSY-02,VLD,CHIP-CLR,1.1
EV-022255,2026-07-21,B,LEAK-01,VLD,BRK-MECH,47.7
EV-022256,2026-07-21,B,LEAK-01,VLD,BRK-TOOL,22.4
EV-022257,2026-07-21,B,LEAK-01,VLD,BRK-MECH,20.6
EV-022258,2026-07-21,B,LEAK-01,VLD,CHIP-CLR,1.9
EV-022259,2026-07-21,B,LEAK-01,VLD,SENSOR,2.3
EV-022260,2026-07-21,B,PACK-01,VLD,CHG-OVER,23.7
EV-022261,2026-07-21,B,PACK-01,VLD,CHG-OVER,15.1
EV-022262,2026-07-21,B,PACK-01,VLD,NO-OP,35.5
EV-022263,2026-07-21,B,PACK-01,VLD,MINOR-ADJ,1.5
EV-022264,2026-07-21,B,PACK-01,VLD,CHIP-CLR,2.3
EV-022265,2026-07-22,A,PRESS-01,BRM,BRK-TOOL,26.9
EV-022266,2026-07-22,A,PRESS-01,BRM,BRK-ELEC,42.9
EV-022267,2026-07-22,A,PRESS-01,BRM,BRK-HYD,19.6
EV-022268,2026-07-22,A,PRESS-01,BRM,BLOCK,27.8
EV-022269,2026-07-22,A,PRESS-01,BRM,MINOR-ADJ,2.4
EV-022270,2026-07-22,A,PRESS-02,BRM,CHG-OVER,85.7
EV-022271,2026-07-22,A,PRESS-02,BRM,CHG-OVER,80.4
EV-022272,2026-07-22,A,PRESS-02,BRM,CHG-OVER,100.1
EV-022273,2026-07-22,A,PRESS-02,BRM,CHG-OVER,96.9
EV-022274,2026-07-22,A,PRESS-02,BRM,CHG-OVER,86.8
EV-022275,2026-07-22,A,PRESS-02,BRM,CLEAN,9.9
EV-022276,2026-07-22,A,PRESS-03,BRM,ADJ-TOOL,13.2
EV-022277,2026-07-22,A,PRESS-03,BRM,NO-OP,41.6
EV-022278,2026-07-22,A,PRESS-03,BRM,BRK-TOOL,36.3
EV-022279,2026-07-22,A,PRESS-03,BRM,BLOCK,31.8
EV-022280,2026-07-22,A,WELD-01,BRM,CHG-OVER,28.9
EV-022281,2026-07-22,A,WELD-01,BRM,ADJ-TOOL,14.7
EV-022282,2026-07-22,A,WELD-01,BRM,MISFEED,1.9
EV-022283,2026-07-22,A,WELD-01,BRM,MISFEED,2.7
EV-022284,2026-07-22,A,WELD-01,BRM,MISFEED,2.5
EV-022285,2026-07-22,A,WELD-01,BRM,JAM,2.2
EV-022286,2026-07-22,A,WELD-01,BRM,MINOR-ADJ,1.3
EV-022287,2026-07-22,A,WELD-01,BRM,JAM,0.9
EV-022288,2026-07-22,A,WELD-01,BRM,JAM,1.4
EV-022289,2026-07-22,A,WELD-01,BRM,MISFEED,0.5
EV-022290,2026-07-22,A,WELD-01,BRM,MISFEED,1.1
EV-022291,2026-07-22,A,WELD-01,BRM,JAM,2.4
EV-022292,2026-07-22,A,WELD-01,BRM,JAM,1.4
EV-022293,2026-07-22,A,WELD-01,BRM,MINOR-ADJ,3.0
EV-022294,2026-07-22,A,WELD-01,BRM,MINOR-ADJ,1.0
EV-022295,2026-07-22,A,WELD-01,BRM,CHIP-CLR,0.6
EV-022296,2026-07-22,A,WELD-02,BRM,CHG-OVER,18.1
EV-022297,2026-07-22,A,WELD-02,BRM,BRK-ELEC,30.8
EV-022298,2026-07-22,A,WELD-02,BRM,NO-OP,24.7
EV-022299,2026-07-22,B,PRESS-01,BRM,CHG-OVER,57.5
EV-022300,2026-07-22,B,PRESS-01,BRM,CHG-OVER,50.0
EV-022301,2026-07-22,B,PRESS-01,BRM,NO-OP,47.4
EV-022302,2026-07-22,B,PRESS-01,BRM,BRK-HYD,33.2
EV-022303,2026-07-22,B,PRESS-01,BRM,CHIP-CLR,3.8
EV-022304,2026-07-22,B,PRESS-02,BRM,CHG-OVER,87.2
EV-022305,2026-07-22,B,PRESS-02,BRM,CHG-OVER,116.2
EV-022306,2026-07-22,B,PRESS-02,BRM,PM-PLAN,32.1
EV-022307,2026-07-22,B,PRESS-02,BRM,CHIP-CLR,1.1
EV-022308,2026-07-22,B,PRESS-02,BRM,MINOR-ADJ,4.4
EV-022309,2026-07-22,B,PRESS-03,BRM,CHG-OVER,36.8
EV-022310,2026-07-22,B,PRESS-03,BRM,BRK-MECH,23.1
EV-022311,2026-07-22,B,PRESS-03,BRM,BRK-ELEC,31.5
EV-022312,2026-07-22,B,PRESS-03,BRM,BRK-ELEC,17.8
EV-022313,2026-07-22,B,WELD-01,BRM,QA-CHECK,9.0
EV-022314,2026-07-22,B,WELD-01,BRM,BRK-MECH,28.4
EV-022315,2026-07-22,B,WELD-01,BRM,CHIP-CLR,3.3
EV-022316,2026-07-22,B,WELD-01,BRM,JAM,1.7
